"Species","ID_No","Clutch.ID","Date.eggs.hatched","Stocking.density","Date.stocked","Tank.ID","Year","Date.metamorphosed","Mass.g.metamorphosed","Mark","Fate.comments","Mortality","Facility","Person Entering Data","Date.collected","Days.to.metamorphosis"
"Rcapito",176,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,5.92,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",177,"gf1",NA,60,2023-03-01,15,2023,2023-06-14,5.43,"N/A","N/A","N/A","UGA","CE","2/13/23",471
"Rcapito",216,"gf1",NA,60,2023-03-01,15,2023,2023-06-15,5.71,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",239,"gf1",NA,60,2023-03-01,15,2023,2023-06-16,4.32,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",240,"gf1",NA,60,2023-03-01,15,2023,2023-06-16,5.51,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",286,"gf1",NA,60,2023-03-01,15,2023,2023-06-16,5.75,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",290,"gf1",NA,60,2023-03-01,15,2023,2023-06-16,4.44,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",311,"gf1",NA,60,2023-03-01,15,2023,2023-06-18,5.51,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",312,"gf1",NA,60,2023-03-01,15,2023,2023-06-18,4.16,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",313,"gf1",NA,60,2023-03-01,15,2023,2023-06-18,5.49,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",314,"gf1",NA,60,2023-03-01,15,2023,2023-06-18,4.11,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",315,"gf1",NA,60,2023-03-01,15,2023,2023-06-18,4.65,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",316,"gf1",NA,60,2023-03-01,15,2023,2023-06-18,4.62,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",396,"gf1",NA,60,2023-03-01,15,2023,2023-06-19,5.81,"N/A","N/A","N/A","UGA","CE","2/13/23",476
"Rcapito",397,"gf1",NA,60,2023-03-01,15,2023,2023-06-19,4.21,"N/A","N/A","N/A","UGA","CE","2/13/23",476
"Rcapito",440,"gf1",NA,60,2023-03-01,15,2023,2023-06-21,5.3,"N/A","N/A","N/A","UGA","CE","2/13/23",478
"Rcapito",485,"gf1",NA,60,2023-03-01,15,2023,2023-06-21,5.58,"N/A","N/A","N/A","UGA","CE","2/13/23",478
"Rcapito",499,"gf1",NA,60,2023-03-01,15,2023,2023-06-21,5.35,"N/A","N/A","N/A","UGA","CE","2/13/23",478
"Rcapito",500,"gf1",NA,60,2023-03-01,15,2023,2023-06-21,3.98,"N/A","N/A","N/A","UGA","CE","2/13/23",478
"Rcapito",575,"gf1",NA,60,2023-03-01,15,2023,2023-06-21,5.17,"N/A","N/A","N/A","UGA","CE","2/13/23",478
"Rcapito",680,"gf1",NA,60,2023-03-01,15,2023,2023-06-23,5.02,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",793,"gf1",NA,60,2023-03-01,15,2023,2023-06-26,5.44,"N/A","N/A","N/A","UGA","CE","2/13/23",483
"Rcapito",794,"gf1",NA,60,2023-03-01,15,2023,2023-06-26,6.24,"N/A","N/A","N/A","UGA","CE","2/13/23",483
"Rcapito",795,"gf1",NA,60,2023-03-01,15,2023,2023-06-26,4.31,"N/A","N/A","N/A","UGA","CE","2/13/23",483
"Rcapito",861,"gf1",NA,60,2023-03-01,15,2023,2023-06-28,5.58,"N/A","N/A","N/A","UGA","CE","2/13/23",485
"Rcapito",862,"gf1",NA,60,2023-03-01,15,2023,2023-06-28,5.35,"N/A","N/A","N/A","UGA","CE","2/13/23",485
"Rcapito",863,"gf1",NA,60,2023-03-01,15,2023,2023-06-28,6.72,"N/A","N/A","N/A","UGA","CE","2/13/23",485
"Rcapito",956,"gf1",NA,60,2023-03-01,15,2023,2023-06-30,6.14,"N/A","N/A","N/A","UGA","CE","2/13/23",487
"Rcapito",957,"gf1",NA,60,2023-03-01,15,2023,2023-06-30,5.68,"N/A","N/A","N/A","UGA","CE","2/13/23",487
"Rcapito",1022,"gf1",NA,60,2023-03-01,15,2023,2023-07-03,6.97,"N/A","N/A","N/A","UGA","CE","2/13/23",490
"Rcapito",1061,"gf1",NA,60,2023-03-01,15,2023,2023-07-05,6.09,"N/A","N/A","N/A","UGA","CE","2/13/23",492
"Rcapito",1062,"gf1",NA,60,2023-03-01,15,2023,2023-07-05,5.41,"N/A","N/A","N/A","UGA","CE","2/13/23",492
"Rcapito",1120,"gf1",NA,60,2023-03-01,15,2023,2023-07-10,8.44,"N/A","N/A","N/A","UGA","CE","2/13/23",497
"Rcapito",1121,"gf1",NA,60,2023-03-01,15,2023,2023-07-10,6.7,"N/A","N/A","N/A","UGA","CE","2/13/23",497
"Rcapito",1125,"gf1",NA,60,2023-03-01,15,2023,2023-07-10,7.31,"N/A","N/A","N/A","UGA","CE","2/13/23",497
"Rcapito",140,"gf1",NA,60,2023-03-04,16,2023,2023-06-14,4.21,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",234,"gf1",NA,60,2023-03-04,16,2023,2023-06-16,4.86,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",235,"gf1",NA,60,2023-03-04,16,2023,2023-06-16,5.68,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",236,"gf1",NA,60,2023-03-04,16,2023,2023-06-16,6.83,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",237,"gf1",NA,60,2023-03-04,16,2023,2023-06-16,5.48,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",317,"gf1",NA,60,2023-03-04,16,2023,2023-06-18,5.71,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",367,"gf1",NA,60,2023-03-04,16,2023,2023-06-18,4.87,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",383,"gf1",NA,60,2023-03-04,16,2023,2023-06-18,5.03,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",403,"gf1",NA,60,2023-03-04,16,2023,2023-06-19,4.04,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",404,"gf1",NA,60,2023-03-04,16,2023,2023-06-19,4.72,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",475,"gf1",NA,60,2023-03-04,16,2023,2023-06-21,5.7,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",497,"gf1",NA,60,2023-03-04,16,2023,2023-06-21,4.99,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",498,"gf1",NA,60,2023-03-04,16,2023,2023-06-21,4.19,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",589,"gf1",NA,60,2023-03-04,16,2023,2023-06-21,5.17,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",594,"gf1",NA,60,2023-03-04,16,2023,2023-06-21,4.92,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",629,"gf1",NA,60,2023-03-04,16,2023,2023-06-23,4.98,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",630,"gf1",NA,60,2023-03-04,16,2023,2023-06-23,4.51,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",631,"gf1",NA,60,2023-03-04,16,2023,2023-06-23,4.17,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",661,"gf1",NA,60,2023-03-04,16,2023,2023-06-23,4.49,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",694,"gf1",NA,60,2023-03-04,16,2023,2023-06-23,3.63,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",702,"gf1",NA,60,2023-03-04,16,2023,2023-06-23,3.49,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",705,"gf1",NA,60,2023-03-04,16,2023,2023-06-23,5.2,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",716,"gf1",NA,60,2023-03-04,16,2023,2023-06-23,5.14,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",802,"gf1",NA,60,2023-03-04,16,2023,2023-06-26,5.48,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",803,"gf1",NA,60,2023-03-04,16,2023,2023-06-26,4.96,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",804,"gf1",NA,60,2023-03-04,16,2023,2023-06-26,4.24,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",805,"gf1",NA,60,2023-03-04,16,2023,2023-06-26,4.2,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",806,"gf1",NA,60,2023-03-04,16,2023,2023-06-26,6.62,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",814,"gf1",NA,60,2023-03-04,16,2023,2023-06-26,4.69,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",816,"gf1",NA,60,2023-03-04,16,2023,2023-06-26,4.44,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",868,"gf1",NA,60,2023-03-04,16,2023,2023-06-28,4.71,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",869,"gf1",NA,60,2023-03-04,16,2023,2023-06-28,5.16,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",954,"gf1",NA,60,2023-03-04,16,2023,2023-06-30,6.4,"N/A","N/A","N/A","UGA","CE","2/13/23",484
"Rcapito",955,"gf1",NA,60,2023-03-04,16,2023,2023-06-30,4.96,"N/A","N/A","N/A","UGA","CE","2/13/23",484
"Rcapito",979,"gf1",NA,60,2023-03-04,16,2023,2023-06-30,6.59,"N/A","N/A","N/A","UGA","CE","2/13/23",484
"Rcapito",990,"gf1",NA,60,2023-03-04,16,2023,2023-07-02,5.11,"N/A","N/A","N/A","UGA","CE","2/13/23",486
"Rcapito",1016,"gf1",NA,60,2023-03-04,16,2023,2023-07-03,5.22,"N/A","N/A","N/A","UGA","CE","2/13/23",487
"Rcapito",1136,"gf1",NA,60,2023-03-04,16,2023,2023-07-10,6.6,"N/A","N/A","N/A","UGA","CE","2/13/23",494
"Rcapito",1151,"gf1",NA,60,2023-03-04,16,2023,2023-07-11,6.33,"N/A","N/A","N/A","UGA","CE","2/13/23",495
"Rcapito",1161,"gf1",NA,60,2023-03-04,16,2023,2023-07-12,6.42,"N/A","N/A","N/A","UGA","CE","2/13/23",496
"Rcapito",34,"gf1",NA,60,2023-03-04,17,2023,2023-06-10,4.2,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",35,"gf1",NA,60,2023-03-04,17,2023,2023-06-10,5.52,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",36,"gf1",NA,60,2023-03-04,17,2023,2023-06-10,4.47,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",37,"gf1",NA,60,2023-03-04,17,2023,2023-06-10,5.01,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",80,"gf1",NA,60,2023-03-04,17,2023,2023-06-12,4.2,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",81,"gf1",NA,60,2023-03-04,17,2023,2023-06-12,4.32,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",138,"gf1",NA,60,2023-03-04,17,2023,2023-06-14,4.42,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",139,"gf1",NA,60,2023-03-04,17,2023,2023-06-14,3.99,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",232,"gf1",NA,60,2023-03-04,17,2023,2023-06-16,5.38,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",233,"gf1",NA,60,2023-03-04,17,2023,2023-06-16,4.22,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",400,"gf1",NA,60,2023-03-04,17,2023,2023-06-19,5.26,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",401,"gf1",NA,60,2023-03-04,17,2023,2023-06-19,5.73,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",402,"gf1",NA,60,2023-03-04,17,2023,2023-06-19,5.08,"N/A","N/A","N/A","UGA","CE","2/13/23",473
"Rcapito",426,"gf1",NA,60,2023-03-04,17,2023,2023-06-21,4.37,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",427,"gf1",NA,60,2023-03-04,17,2023,2023-06-21,3.78,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",448,"gf1",NA,60,2023-03-04,17,2023,2023-06-21,3.18,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",456,"gf1",NA,60,2023-03-04,17,2023,2023-06-21,3.98,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",457,"gf1",NA,60,2023-03-04,17,2023,2023-06-21,4.27,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",460,"gf1",NA,60,2023-03-04,17,2023,2023-06-21,5.33,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",466,"gf1",NA,60,2023-03-04,17,2023,2023-06-21,4.45,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",565,"gf1",NA,60,2023-03-04,17,2023,2023-06-21,4.96,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",635,"gf1",NA,60,2023-03-04,17,2023,2023-06-23,3.5,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",636,"gf1",NA,60,2023-03-04,17,2023,2023-06-23,4.52,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",707,"gf1",NA,60,2023-03-04,17,2023,2023-06-23,3.8,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",709,"gf1",NA,60,2023-03-04,17,2023,2023-06-23,3.27,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",711,"gf1",NA,60,2023-03-04,17,2023,2023-06-23,3.4,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",714,"gf1",NA,60,2023-03-04,17,2023,2023-06-23,2.82,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",796,"gf1",NA,60,2023-03-04,17,2023,2023-06-26,3.64,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",797,"gf1",NA,60,2023-03-04,17,2023,2023-06-26,4.17,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",822,"gf1",NA,60,2023-03-04,17,2023,2023-06-26,5.83,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",852,"gf1",NA,60,2023-03-04,17,2023,2023-06-28,4.04,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",853,"gf1",NA,60,2023-03-04,17,2023,2023-06-28,5.15,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",854,"gf1",NA,60,2023-03-04,17,2023,2023-06-28,3.45,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",855,"gf1",NA,60,2023-03-04,17,2023,2023-06-28,3.2,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",856,"gf1",NA,60,2023-03-04,17,2023,2023-06-28,4.37,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",857,"gf1",NA,60,2023-03-04,17,2023,2023-06-28,5.24,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",940,"gf1",NA,60,2023-03-04,17,2023,2023-06-30,5.38,"N/A","N/A","N/A","UGA","CE","2/13/23",484
"Rcapito",941,"gf1",NA,60,2023-03-04,17,2023,2023-06-30,4.86,"N/A","N/A","N/A","UGA","CE","2/13/23",484
"Rcapito",949,"gf1",NA,60,2023-03-04,17,2023,2023-06-30,4.64,"N/A","N/A","N/A","UGA","CE","2/13/23",484
"Rcapito",1018,"gf1",NA,60,2023-03-04,17,2023,2023-07-03,4.22,"N/A","N/A","N/A","UGA","CE","2/13/23",487
"Rcapito",1031,"gf1",NA,60,2023-03-04,17,2023,2023-07-05,4.32,"N/A","N/A","N/A","UGA","CE","2/13/23",489
"Rcapito",1074,"gf1",NA,60,2023-03-04,17,2023,2023-07-07,6.68,"N/A","1cm tail","N/A","UGA","CE","2/13/23",491
"Rcapito",1105,"gf1",NA,60,2023-03-04,17,2023,2023-07-10,4.46,"N/A","N/A","N/A","UGA","CE","2/13/23",494
"Rcapito",1130,"gf1",NA,60,2023-03-04,17,2023,2023-07-10,4.85,"N/A","N/A","N/A","UGA","CE","2/13/23",494
"Rcapito",1135,"gf1",NA,60,2023-03-04,17,2023,2023-07-10,4.7,"N/A","N/A","N/A","UGA","CE","2/13/23",494
"Rcapito",1146,"gf1",NA,60,2023-03-04,17,2023,2023-07-10,4.35,"N/A","N/A","N/A","UGA","CE","2/13/23",494
"Rcapito",1159,"gf1",NA,60,2023-03-04,17,2023,2023-07-12,5.2,"N/A","N/A","N/A","UGA","CE","2/13/23",496
"Rcapito",1167,"gf1",NA,60,2023-03-04,17,2023,2023-07-12,4.75,"N/A","N/A","N/A","UGA","CE","2/13/23",496
"Rcapito",1175,"gf1",NA,60,2023-03-04,17,2023,2023-07-12,3.86,"N/A","N/A","N/A","UGA","CE","2/13/23",496
"Rcapito",1176,"gf1",NA,60,2023-03-04,17,2023,2023-07-12,4.13,"N/A","N/A","N/A","UGA","CE","2/13/23",496
"Rcapito",1185,"gf1",NA,60,2023-03-04,17,2023,2023-07-17,6.64,"N/A","N/A","N/A","UGA","CE","2/13/23",501
"Rcapito",1192,"gf1",NA,60,2023-03-04,17,2023,2023-07-17,4.26,"N/A","N/A","N/A","UGA","CE","2/13/23",501
"Rcapito",1193,"gf1",NA,60,2023-03-04,17,2023,2023-07-17,6.67,"N/A","N/A","N/A","UGA","CE","2/13/23",501
"Rcapito",1196,"gf1",NA,60,2023-03-04,17,2023,2023-07-17,6.43,"N/A","N/A","N/A","UGA","CE","2/13/23",501
"Rcapito",1197,"gf1",NA,60,2023-03-04,17,2023,2023-07-17,5.83,"N/A","N/A","N/A","UGA","CE","2/13/23",501
"Rcapito",1198,"gf1",NA,60,2023-03-04,17,2023,2023-07-17,5.17,"N/A","N/A","N/A","UGA","CE","2/13/23",501
"Rcapito",9,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,4.92,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",10,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,4.55,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",11,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,4.15,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",12,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,5.21,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",13,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,4.98,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",14,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,5.21,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",15,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,4.9,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",16,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,4.54,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",17,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,5.34,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",18,"gf1",NA,60,2023-03-04,18,2023,2023-06-09,3.98,"N/A","N/A","N/A","UGA","CE","2/13/23",463
"Rcapito",19,"gf1",NA,60,2023-03-04,18,2023,2023-06-10,4.99,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",20,"gf1",NA,60,2023-03-04,18,2023,2023-06-10,5.44,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",21,"gf1",NA,60,2023-03-04,18,2023,2023-06-10,6.22,"N/A","N/A","N/A","UGA","CE","2/13/23",464
"Rcapito",65,"gf1",NA,60,2023-03-04,18,2023,2023-06-12,4.79,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",66,"gf1",NA,60,2023-03-04,18,2023,2023-06-12,4.41,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",67,"gf1",NA,60,2023-03-04,18,2023,2023-06-12,3.86,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",68,"gf1",NA,60,2023-03-04,18,2023,2023-06-12,5.37,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",69,"gf1",NA,60,2023-03-04,18,2023,2023-06-12,4.76,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",70,"gf1",NA,60,2023-03-04,18,2023,2023-06-12,5.65,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",137,"gf1",NA,60,2023-03-04,18,2023,2023-06-14,3.53,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",143,"gf1",NA,60,2023-03-04,18,2023,2023-06-14,2.95,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",151,"gf1",NA,60,2023-03-04,18,2023,2023-06-14,4.5,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",212,"gf1",NA,60,2023-03-04,18,2023,2023-06-15,4.19,"N/A","N/A","N/A","UGA","CE","2/13/23",469
"Rcapito",229,"gf1",NA,60,2023-03-04,18,2023,2023-06-16,3.36,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",230,"gf1",NA,60,2023-03-04,18,2023,2023-06-16,4.39,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",231,"gf1",NA,60,2023-03-04,18,2023,2023-06-16,4.31,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",285,"gf1",NA,60,2023-03-04,18,2023,2023-06-16,4.17,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",289,"gf1",NA,60,2023-03-04,18,2023,2023-06-16,4.61,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",296,"gf1",NA,60,2023-03-04,18,2023,2023-06-18,3.97,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",341,"gf1",NA,60,2023-03-04,18,2023,2023-06-18,4.41,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",342,"gf1",NA,60,2023-03-04,18,2023,2023-06-18,4.49,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",343,"gf1",NA,60,2023-03-04,18,2023,2023-06-18,4.22,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",344,"gf1",NA,60,2023-03-04,18,2023,2023-06-18,4.36,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",345,"gf1",NA,60,2023-03-04,18,2023,2023-06-18,4.41,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",374,"gf1",NA,60,2023-03-04,18,2023,2023-06-18,5.2,"N/A","N/A","N/A","UGA","CE","2/13/23",472
"Rcapito",443,"gf1",NA,60,2023-03-04,18,2023,2023-06-21,4.07,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",452,"gf1",NA,60,2023-03-04,18,2023,2023-06-21,4.65,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",467,"gf1",NA,60,2023-03-04,18,2023,2023-06-21,4.15,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",489,"gf1",NA,60,2023-03-04,18,2023,2023-06-21,3.7,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",492,"gf1",NA,60,2023-03-04,18,2023,2023-06-21,4.44,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",571,"gf1",NA,60,2023-03-04,18,2023,2023-06-21,3.88,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",592,"gf1",NA,60,2023-03-04,18,2023,2023-06-21,4.03,"N/A","N/A","N/A","UGA","CE","2/13/23",475
"Rcapito",641,"gf1",NA,60,2023-03-04,18,2023,2023-06-23,4.83,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",642,"gf1",NA,60,2023-03-04,18,2023,2023-06-23,4.18,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",643,"gf1",NA,60,2023-03-04,18,2023,2023-06-23,3.74,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",689,"gf1",NA,60,2023-03-04,18,2023,2023-06-23,4.97,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",692,"gf1",NA,60,2023-03-04,18,2023,2023-06-23,4.23,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",699,"gf1",NA,60,2023-03-04,18,2023,2023-06-23,4.55,"N/A","N/A","N/A","UGA","CE","2/13/23",477
"Rcapito",727,"gf1",NA,60,2023-03-04,18,2023,2023-06-26,4.26,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",811,"gf1",NA,60,2023-03-04,18,2023,2023-06-26,4.21,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",818,"gf1",NA,60,2023-03-04,18,2023,2023-06-26,5.44,"N/A","N/A","N/A","UGA","CE","2/13/23",480
"Rcapito",894,"gf1",NA,60,2023-03-04,18,2023,2023-06-28,4.16,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",916,"gf1",NA,60,2023-03-04,18,2023,2023-06-28,5.18,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",921,"gf1",NA,60,2023-03-04,18,2023,2023-06-28,4.9,"N/A","N/A","N/A","UGA","CE","2/13/23",482
"Rcapito",1060,"gf1",NA,60,2023-03-04,18,2023,2023-07-05,7.11,"N/A","N/A","N/A","UGA","CE","2/13/23",489
"Rcapito",73,"gf1",NA,60,2023-03-04,19,2023,2023-06-12,3.59,"N/A","N/A","N/A","UGA","CE","2/13/23",466
"Rcapito",141,"gf1",NA,60,2023-03-04,19,2023,2023-06-14,3.74,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",142,"gf1",NA,60,2023-03-04,19,2023,2023-06-14,3.83,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",144,"gf1",NA,60,2023-03-04,19,2023,2023-06-14,3.43,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",145,"gf1",NA,60,2023-03-04,19,2023,2023-06-14,5.23,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",146,"gf1",NA,60,2023-03-04,19,2023,2023-06-14,4.9,"N/A","N/A","N/A","UGA","CE","2/13/23",468
"Rcapito",224,"gf1",NA,60,2023-03-04,19,2023,2023-06-16,4.15,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",225,"gf1",NA,60,2023-03-04,19,2023,2023-06-16,4.75,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",226,"gf1",NA,60,2023-03-04,19,2023,2023-06-16,4.61,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",227,"gf1",NA,60,2023-03-04,19,2023,2023-06-16,5.31,"N/A","N/A","N/A","UGA","CE","2/13/23",470
"Rcapito",228,"gf1",NA,60,2023-03-04,19,2023,2023-06-16,4.51,"N/A","N/A","N/A","UGA","CE","2/13/23",470
