Species,ID_No,Tank_Density,Tank,Year,Date_of_metamorphosis,Mass_at_metamorphosis_g,Mark,Fate_Comments,Mortality,Facility
Lcapito,001,,17,2017,5/17/17,4.55,,tail nub,,UGA
Lcapito,002,,17,2017,5/18/17,3.67,,1/2 cm tail,,UGA
Lcapito,003,,12,2017,5/21/17,4.64,,tail nub,,UGA
Lcapito,004,,13,2017,5/21/17,5.53,,,,UGA
Lcapito,005,,12,2017,5/21/17,4.36,,1.2 cm tail,,UGA
Lcapito,006,,12,2017,5/21/17,5.13,,1/2 cm tail,,UGA
Lcapito,007,,12,2017,5/21/17,5.57,,1/4 cm tail,,UGA
Lcapito,008,,12,2017,5/21/17,5.42,,1/2 cm tail,,UGA
Lcapito,009,,17,2017,5/21/17,4.29,,1/2 cm tail,,UGA
Lcapito,010,,17,2017,5/21/17,4.27,,,,UGA
Lcapito,011,,17,2017,5/21/17,3.70,,1.5 cm tail,,UGA
Lcapito,012,,17,2017,5/21/17,4.01,,1 cm tail,,UGA
Lcapito,013,,17,2017,5/21/17,3.96,,0.75 cm tail,,UGA
Lcapito,014,,17,2017,5/21/17,3.35,,1.2 cm tail,,UGA
Lcapito,015,,17,2017,5/21/17,3.69,,1/2 cm tail,,UGA
Lcapito,016,,18,2017,5/22/17,3.35,,tail nub,,UGA
Lcapito,017,,17,2017,5/22/17,4.04,,,,UGA
Lcapito,018,,17,2017,5/22/17,4.26,,1.5 cm tail,,UGA
Lcapito,019,,8,2017,5/23/17,4.66,,,,UGA
Lcapito,020,,8,2017,5/23/17,4.81,,,,UGA
Lcapito,021,,9,2017,5/23/17,5.17,,,,UGA
Lcapito,022,,9,2017,5/23/17,4.08,,,,UGA
Lcapito,023,,9,2017,5/23/17,3.87,,,,UGA
Lcapito,024,,12,2017,5/23/17,6.54,,,,UGA
Lcapito,025,,12,2017,5/23/17,5.40,,,,UGA
Lcapito,026,,12,2017,5/23/17,4.53,,tail bud,,UGA
Lcapito,027,,12,2017,5/23/17,4.80,,inch long tail wt. later,,UGA
Lcapito,028,,12,2017,5/23/17,6.56,,,,UGA
Lcapito,029,,12,2017,5/23/17,5.29,,,,UGA
Lcapito,030,,13,2017,5/23/17,5.86,,small tail bud,,UGA
Lcapito,031,,13,2017,5/23/17,4.46,,"1.5"" tail bud, wt. later",,UGA
Lcapito,032,,14,2017,5/23/17,4.44,,,,UGA
Lcapito,033,,16,2017,5/23/17,7.59,,,,UGA
Lcapito,034,,17,2017,5/23/17,3.65,,,,UGA
Lcapito,035,,17,2017,5/23/17,3.82,,,,UGA
Lcapito,036,,17,2017,5/23/17,3.89,,,,UGA
Lcapito,037,,17,2017,5/23/17,3.71,,,,UGA
Lcapito,038,,17,2017,5/23/17,3.73,,,,UGA
Lcapito,039,,18,2017,5/23/17,3.99,,,,UGA
Lcapito,040,,18,2017,5/23/17,3.98,,,,UGA
Lcapito,041,,18,2017,5/23/17,4.25,,,,UGA
Lcapito,042,,18,2017,5/23/17,3.84,,,,UGA
Lcapito,043,,18,2017,5/23/17,4.46,,,,UGA
Lcapito,044,,18,2017,5/23/17,4.21,,,,UGA
Lcapito,045,,18,2017,5/23/17,3.64,,,,UGA
Lcapito,046,,18,2017,5/23/17,3.93,,,,UGA
Lcapito,047,,18,2017,5/23/17,3.72,,,,UGA
Lcapito,048,,18,2017,5/23/17,4.08,,,,UGA
Lcapito,049,,18,2017,5/23/17,3.85,,,,UGA
Lcapito,050,,18,2017,5/23/17,4.17,,,,UGA
Lcapito,051,,18,2017,5/23/17,3.52,,,,UGA
Lcapito,052,,18,2017,5/23/17,5.27,,,,UGA
Lcapito,053,,18,2017,5/24/17,4.50,,"1/2"" tail bud",,UGA
Lcapito,054,,17,2017,5/24/17,3.68,,"1/2"" tail bud",,UGA
Lcapito,055,,17,2017,5/24/17,4.21,,,,UGA
Lcapito,056,,12,2017,5/24/17,5.62,,tail bud,,UGA
Lcapito,057,,12,2017,5/24/17,5.45,,tail bud,,UGA
Lcapito,058,,12,2017,5/24/17,5.38,,tail bud,,UGA
Lcapito,059,,13,2017,5/24/17,5.02,,,,UGA
Lcapito,060,,14,2017,5/24/17,4.36,,tail bud,,UGA
Lcapito,061,,14,2017,5/24/17,4.02,,tail bud,,UGA
Lcapito,062,,7,2017,5/24/17,3.96,,,,UGA
Lcapito,063,,15,2017,5/24/17,7.75,,,,UGA
Lcapito,064,,17,2017,5/25/17,3.61,,,,UGA
Lcapito,065,,18,2017,5/25/17,4.02,,,,UGA
Lcapito,066,,12,2017,5/25/17,4.43,,,,UGA
Lcapito,067,,12,2017,5/25/17,5.20,,tail bud,,UGA
Lcapito,068,,12,2017,5/25/17,4.99,,,,UGA
Lcapito,069,,13,2017,5/25/17,4.63,,tail bud,,UGA
Lcapito,070,,7,2017,5/25/17,4.06,,,,UGA
Lcapito,071,,7,2017,5/25/17,4.67,,tail bud,,UGA
Lcapito,072,,7,2017,5/25/17,4.64,,,,UGA
Lcapito,073,,7,2017,5/25/17,4.07,,,,UGA
Lcapito,074,,7,2017,5/25/17,4.51,,,,UGA
Lcapito,075,,7,2017,5/25/17,4.68,,,,UGA
Lcapito,076,,7,2017,5/25/17,4.77,,,,UGA
Lcapito,077,,8,2017,5/25/17,5.30,,,,UGA
Lcapito,078,,8,2017,5/25/17,4.76,,tail too long,,UGA
Lcapito,079,,9,2017,5/25/17,5.08,,,,UGA
Lcapito,080,,9,2017,5/25/17,4.09,,,,UGA
Lcapito,081,,3,2017,5/25/17,5.09,,,,UGA
Lcapito,082,,5,2017,5/25/17,5.00,,,,UGA
Lcapito,083,,5,2017,5/25/17,5.79,,tail bud,,UGA
Lcapito,084,,7,2017,5/26/17,5.56,,,,UGA
Lcapito,085,,7,2017,5/26/17,4.60,,,,UGA
Lcapito,086,,7,2017,5/26/17,4.05,,1/2 cm tail,,UGA
Lcapito,087,,12,2017,5/26/17,5.17,,1 cm tail,,UGA
Lcapito,088,,12,2017,5/26/17,4.98,,,,UGA
Lcapito,089,,13,2017,5/26/17,4.53,,1 cm tail,,UGA
Lcapito,090,,17,2017,5/26/17,3.60,,1 cm tail,,UGA
Lcapito,091,,17,2017,5/26/17,3.94,,1 cm tail,,UGA
Lcapito,092,,18,2017,5/26/17,4.17,,1 cm tail,,UGA
Lcapito,093,,18,2017,5/26/17,4.63,,1 cm tail,,UGA
Lcapito,094,,18,2017,5/26/17,5.04,,1 cm tail,,UGA
Lcapito,095,,18,2017,5/26/17,4.35,,1 cm tail,,UGA
Lcapito,096,,18,2017,5/26/17,4.45,,1 cm tail,,UGA
Lcapito,097,,18,2017,5/26/17,4.16,,1 cm tail,,UGA
Lcapito,098,,18,2017,5/26/17,3.74,,1 cm tail,,UGA
Lcapito,099,,18,2017,5/26/17,3.98,,1 cm tail,,UGA
Lcapito,100,,7,2017,5/27/17,4.30,,1 cm tail,,UGA
Lcapito,101,,7,2017,5/27/17,3.71,,1.5 cm tail,,UGA
Lcapito,102,,8,2017,5/27/17,4.97,,1.5 cm tail,,UGA
Lcapito,103,,8,2017,5/27/17,5.00,,1 cm tail,,UGA
Lcapito,104,,8,2017,5/27/17,5.13,,,,UGA
Lcapito,105,,8,2017,5/27/17,5.65,,,,UGA
Lcapito,106,,8,2017,5/27/17,4.96,,dead 6/1/17,yes,UGA
Lcapito,107,,9,2017,5/27/17,4.83,,1 cm tail,,UGA
Lcapito,108,,9,2017,5/27/17,4.14,,,,UGA
Lcapito,109,,12,2017,5/27/17,4.66,,,,UGA
Lcapito,110,,12,2017,5/27/17,4.66,,,,UGA
Lcapito,111,,12,2017,5/27/17,5.82,,,,UGA
Lcapito,112,,12,2017,5/27/17,5.84,,1 cm tail,,UGA
Lcapito,113,,12,2017,5/27/17,4.90,,1 cm tail,,UGA
Lcapito,114,,12,2017,5/27/17,4.64,,1 cm tail,,UGA
Lcapito,115,,12,2017,5/27/17,5.10,,1 cm tail,,UGA
Lcapito,116,,13,2017,5/27/17,5.70,,1 cm tail,,UGA
Lcapito,117,,17,2017,5/27/17,5.45,,1 cm tail,,UGA
Lcapito,118,,17,2017,5/27/17,4.20,,0.5 cm tail,,UGA
Lcapito,119,,17,2017,5/27/17,3.87,,,,UGA
Lcapito,120,,18,2017,5/27/17,4.19,,,,UGA
Lcapito,121,,18,2017,5/27/17,4.48,,1 cm tail,,UGA
Lcapito,122,,6,2017,5/28/17,3.22,,,,UGA
Lcapito,123,,7,2017,5/28/17,4.22,,,,UGA
Lcapito,124,,7,2017,5/28/17,3.28,,,,UGA
Lcapito,125,,7,2017,5/28/17,4.16,,,,UGA
Lcapito,126,,7,2017,5/28/17,3.92,,,,UGA
Lcapito,127,,7,2017,5/28/17,3.49,,tail nub,,UGA
Lcapito,128,,12,2017,5/28/17,3.51,,,,UGA
Lcapito,129,,12,2017,5/28/17,4.46,,,,UGA
Lcapito,130,,12,2017,5/28/17,4.61,,,,UGA
Lcapito,131,,12,2017,5/28/17,5.04,,,,UGA
Lcapito,132,,12,2017,5/28/17,4.79,,,,UGA
Lcapito,133,,12,2017,5/28/17,4.51,,,,UGA
Lcapito,134,,12,2017,5/28/17,5.48,,,,UGA
Lcapito,135,,13,2017,5/28/17,3.46,,,,UGA
Lcapito,136,,13,2017,5/28/17,3.05,,,,UGA
Lcapito,137,,13,2017,5/28/17,3.95,,,,UGA
Lcapito,138,,13,2017,5/28/17,3.66,,,,UGA
Lcapito,139,,16,2017,5/28/17,N/A,,lost in whitehall lab,,UGA
Lcapito,140,,17,2017,5/28/17,3.30,,,,UGA
Lcapito,141,,17,2017,5/28/17,4.67,,,,UGA
Lcapito,142,,4,2017,5/29/17,5.52,,1.5 cm tail,,UGA
Lcapito,143,,16,2017,5/29/17,7.42,,,,UGA
Lcapito,144,,16,2017,5/29/17,7.14,,,,UGA
Lcapito,145,,16,2017,5/29/17,7.57,,,,UGA
Lcapito,146,,16,2017,5/29/17,6.75,,,,UGA
Lcapito,147,,16,2017,5/29/17,7.19,,tail nub,,UGA
Lcapito,148,,18,2017,5/29/17,3.83,,,,UGA
Lcapito,149,,18,2017,5/29/17,3.53,,,,UGA
Lcapito,150,,18,2017,5/29/17,3.85,,,,UGA
Lcapito,151,,18,2017,5/29/17,4.54,,,,UGA
Lcapito,152,,18,2017,5/29/17,3.97,,,,UGA
Lcapito,153,,18,2017,5/29/17,3.25,,,,UGA
Lcapito,154,,17,2017,5/29/17,3.88,,,,UGA
Lcapito,155,,17,2017,5/29/17,4.24,,1 cm tail,,UGA
Lcapito,156,,17,2017,5/29/17,3.42,,,,UGA
Lcapito,157,,17,2017,5/29/17,4.08,,,,UGA
Lcapito,158,,6,2017,5/29/17,3.15,,0.5 cm tail,,UGA
Lcapito,159,,7,2017,5/29/17,3.38,,,,UGA
Lcapito,160,,7,2017,5/29/17,4.09,,,,UGA
Lcapito,161,,3,2017,5/29/17,4.94,,,,UGA
Lcapito,162,,3,2017,5/29/17,4.50,,dead 6/7,yes,UGA
Lcapito,163,,3,2017,5/29/17,4.72,,1.5 cm tail,,UGA
Lcapito,164,,1,2017,5/29/17,4.34,,,,UGA
Lcapito,165,,1,2017,5/29/17,5.96,,,,UGA
Lcapito,166,,1,2017,5/29/17,4.27,,,,UGA
Lcapito,167,,1,2017,5/29/17,4.79,,,,UGA
Lcapito,168,,1,2017,5/29/17,5.95,,0.5 cm tail,,UGA
Lcapito,169,,1,2017,5/29/17,5.65,,,,UGA
Lcapito,170,,1,2017,5/29/17,5.50,,,,UGA
Lcapito,171,,1,2017,5/29/17,5.77,,,,UGA
Lcapito,172,,1,2017,5/29/17,6.24,,,,UGA
Lcapito,173,,7,2017,5/29/17,3.46,,,,UGA
Lcapito,174,,7,2017,5/29/17,4.51,,,,UGA
Lcapito,175,,14,2017,5/29/17,6.66,,0.5 cm tail,,UGA
Lcapito,176,,14,2017,5/29/17,6.79,,1 cm tail,,UGA
Lcapito,177,,14,2017,5/29/17,7.22,,1 cm tail,,UGA
Lcapito,178,,14,2017,5/29/17,6.40,,,,UGA
Lcapito,179,,14,2017,5/29/17,6.20,,,,UGA
Lcapito,180,,14,2017,5/29/17,6.16,,,,UGA
Lcapito,181,,14,2017,5/29/17,8.38,,0.5 cm tail,,UGA
Lcapito,182,,14,2017,5/29/17,7.60,,,,UGA
Lcapito,183,,3,2017,5/29/17,4.80,,0.5 cm tail,,UGA
Lcapito,184,,5,2017,5/29/17,5.61,,nub tail,,UGA
Lcapito,185,,5,2017,5/29/17,5.43,,,,UGA
Lcapito,186,,5,2017,5/29/17,4.20,,,,UGA
Lcapito,187,,5,2017,5/29/17,4.37,,,,UGA
Lcapito,188,,5,2017,5/29/17,5.92,,,,UGA
Lcapito,189,,5,2017,5/29/17,5.88,,0.5 cm tail,,UGA
Lcapito,190,,5,2017,5/29/17,5.32,,,,UGA
Lcapito,191,,5,2017,5/29/17,6.13,,1 cm tail,,UGA
Lcapito,192,,5,2017,5/29/17,5.86,,1.5 cm tail,,UGA
Lcapito,193,,5,2017,5/29/17,6.58,,1.5 cm tail,,UGA
Lcapito,194,,5,2017,5/29/17,5.52,,1.5 cm tail,,UGA
Lcapito,195,,5,2017,5/29/17,5.89,,1.5 cm tail,,UGA
Lcapito,196,,5,2017,5/29/17,5.38,,1 cm tail,,UGA
Lcapito,197,,12,2017,5/29/17,5.34,,,,UGA
Lcapito,198,,12,2017,5/29/17,4.47,,nub tail,,UGA
Lcapito,199,,12,2017,5/29/17,5.18,,,,UGA
Lcapito,200,,12,2017,5/29/17,5.77,,1.0 cm tail,,UGA
Lcapito,201,,12,2017,5/29/17,5.42,,1.5 cm tail,,UGA
Lcapito,202,,12,2017,5/29/17,5.29,,0.5 cm tail,,UGA
Lcapito,203,,13,2017,5/29/17,5.08,,,,UGA
Lcapito,204,,13,2017,5/29/17,5.12,,,,UGA
Lcapito,205,,13,2017,5/29/17,4.94,,,,UGA
Lcapito,206,,13,2017,5/29/17,4.48,,,,UGA
Lcapito,207,,13,2017,5/29/17,5.43,,1 cm tail,,UGA
Lcapito,208,,8,2017,5/29/17,5.36,,0.5 cm tail,,UGA
Lcapito,209,,8,2017,5/29/17,3.74,,dead 6/5/17,yes,UGA
Lcapito,210,,8,2017,5/29/17,5.27,,1 cm tail,,UGA
Lcapito,211,,8,2017,5/29/17,4.34,,nub tail,,UGA
Lcapito,212,,8,2017,5/29/17,5.18,,1.5 cm tail,,UGA
Lcapito,213,,8,2017,5/29/17,4.64,,,,UGA
Lcapito,214,,8,2017,5/29/17,4.10,,dead 6/5/17,yes,UGA
Lcapito,215,,8,2017,5/29/17,3.82,,,,UGA
Lcapito,216,,8,2017,5/29/17,4.22,,,,UGA
Lcapito,217,,8,2017,5/29/17,4.58,,0.5 cm tail,,UGA
Lcapito,218,,8,2017,5/29/17,3.76,,nub tail,,UGA
Lcapito,219,,8,2017,5/29/17,4.51,,1 cm tail; dead 6/1/17,yes,UGA
Lcapito,220,,9,2017,5/29/17,3.72,,,,UGA
Lcapito,221,,9,2017,5/29/17,3.66,,,,UGA
Lcapito,222,,9,2017,5/29/17,3.66,,nub tail,,UGA
Lcapito,223,,9,2017,5/29/17,3.98,,,,UGA
Lcapito,224,,N/A,2017,5/29/17,3.78,,"found on lab floor, t3?",,UGA
Lcapito,225,,N/A,2017,5/29/17,5.06,,found on counter t17? escaped cup found empty 6/9,,UGA
Lcapito,226,,17,2017,5/30/17,3.32,,dead 6/1/17,yes,UGA
Lcapito,227,,17,2017,5/30/17,3.11,,nub tail,,UGA
Lcapito,228,,17,2017,5/30/17,3.40,,dead 6/3/17,yes,UGA
Lcapito,229,,12,2017,5/30/17,5.75,,0.5 cm tail,,UGA
Lcapito,230,,12,2017,5/30/17,5.38,,1.5 cm tail,,UGA
Lcapito,231,,12,2017,5/30/17,5.01,,,,UGA
Lcapito,232,,12,2017,5/30/17,5.14,,,,UGA
Lcapito,233,,12,2017,5/30/17,5.06,,,,UGA
Lcapito,234,,18,2017,5/30/17,4.59,,,,UGA
Lcapito,235,,18,2017,5/30/17,4.11,,,,UGA
Lcapito,236,,3,2017,5/30/17,5.75,,,,UGA
Lcapito,237,,3,2017,5/30/17,5.22,,,,UGA
Lcapito,238,,4,2017,5/30/17,6.33,,,,UGA
Lcapito,239,,4,2017,5/30/17,4.65,,,,UGA
Lcapito,240,,4,2017,5/30/17,4.78,,,,UGA
Lcapito,241,,4,2017,5/30/17,5.42,,,,UGA
Lcapito,242,,2,2017,5/30/17,5.03,,tail bud,,UGA
Lcapito,243,,14,2017,5/30/17,3.67,,,,UGA
Lcapito,244,,14,2017,5/30/17,3.11,,,,UGA
Lcapito,245,,14,2017,5/30/17,3.91,,,,UGA
Lcapito,246,,14,2017,5/30/17,3.16,,tail bud,,UGA
Lcapito,247,,5,2017,5/30/17,7.51,,tail bud,,UGA
Lcapito,248,,5,2017,5/30/17,5.68,,tail bud,,UGA
Lcapito,249,,5,2017,5/30/17,4.54,,,,UGA
Lcapito,250,,5,2017,5/30/17,6.00,,,,UGA
Lcapito,251,,5,2017,5/30/17,4.95,,,,UGA
Lcapito,252,,5,2017,5/30/17,5.75,,,,UGA
Lcapito,253,,5,2017,5/30/17,6.05,,,,UGA
Lcapito,254,,5,2017,5/30/17,5.74,,,,UGA
Lcapito,255,,13,2017,5/30/17,5.09,,,,UGA
Lcapito,256,,13,2017,5/30/17,4.57,,,,UGA
Lcapito,257,,13,2017,5/30/17,5.27,,,,UGA
Lcapito,258,,13,2017,5/30/17,6.00,,,,UGA
Lcapito,259,,1,2017,5/30/17,5.75,,,,UGA
Lcapito,260,,1,2017,5/30/17,6.11,,,,UGA
Lcapito,261,,1,2017,5/30/17,5.54,,,,UGA
Lcapito,262,,1,2017,5/30/17,6.18,,1 cm tail bud (frog not in cup when marked),,UGA
Lcapito,263,,7,2017,5/30/17,3.18,,,,UGA
Lcapito,264,,7,2017,5/30/17,3.62,,,,UGA
Lcapito,265,,7,2017,5/30/17,4.00,,,,UGA
Lcapito,266,,7,2017,5/30/17,3.99,,,,UGA
Lcapito,267,,7,2017,5/30/17,3.74,,0.5 cm tail bud,,UGA
Lcapito,268,,7,2017,5/30/17,3.74,,,,UGA
Lcapito,269,,8,2017,5/30/17,4.47,,,,UGA
Lcapito,270,,8,2017,5/30/17,5.89,,,,UGA
Lcapito,271,,8,2017,5/30/17,4.85,,dead 6/7/17,yes,UGA
Lcapito,272,,8,2017,5/30/17,4.39,,dead 6/7/17,yes,UGA
Lcapito,273,,8,2017,5/30/17,3.59,,dead 6/7/17,yes,UGA
Lcapito,274,,8,2017,5/30/17,4.54,,,,UGA
Lcapito,275,,8,2017,5/30/17,4.40,,,,UGA
Lcapito,276,,9,2017,5/30/17,4.87,,,,UGA
Lcapito,277,,9,2017,5/30/17,3.81,,,,UGA
Lcapito,278,,9,2017,5/30/17,3.86,,,,UGA
Lcapito,279,,9,2017,5/30/17,4.41,,,,UGA
Lcapito,280,,9,2017,5/30/17,3.44,,,,UGA
Lcapito,281,,9,2017,5/30/17,4.32,,,,UGA
Lcapito,282,,9,2017,5/30/17,3.44,,,,UGA
Lcapito,283,,9,2017,5/30/17,5.20,,,,UGA
Lcapito,284,,9,2017,5/30/17,4.03,,,,UGA
Lcapito,285,,9,2017,5/30/17,3.65,,,,UGA
Lcapito,286,,15,2017,5/31/17,6.63,,,,UGA
Lcapito,287,,15,2017,5/31/17,6.52,,,,UGA
Lcapito,288,,15,2017,5/31/17,7.24,,1 cm tail,,UGA
Lcapito,289,,15,2017,5/31/17,7.53,,1 cm tail,,UGA
Lcapito,290,,17,2017,5/31/17,4.29,,,,UGA
Lcapito,291,,17,2017,5/31/17,3.84,,,,UGA
Lcapito,292,,16,2017,5/31/17,7.27,,,,UGA
Lcapito,293,,18,2017,5/31/17,3.41,,,,UGA
Lcapito,294,,18,2017,5/31/17,4.07,,,,UGA
Lcapito,295,,13,2017,5/31/17,3.95,,,,UGA
Lcapito,296,,13,2017,5/31/17,4.29,,1 cm tail,,UGA
Lcapito,297,,13,2017,5/31/17,5.01,,,,UGA
Lcapito,298,,3,2017,5/31/17,4.81,,,,UGA
Lcapito,299,,3,2017,5/31/17,5.44,,,,UGA
Lcapito,300,,3,2017,5/31/17,4.89,,,,UGA
Lcapito,301,,12,2017,5/31/17,5.08,,1 cm tail,,UGA
Lcapito,302,,1,2017,5/31/17,5.25,,,,UGA
Lcapito,303,,1,2017,5/31/17,5.52,,1 cm tail,,UGA
Lcapito,304,,1,2017,5/31/17,5.36,,1 cm tail,,UGA
Lcapito,305,,1,2017,5/31/17,5.02,,,,UGA
Lcapito,306,,1,2017,5/31/17,5.45,,dead 6/3/17,yes,UGA
Lcapito,307,,2,2017,5/31/17,3.89,,0.5 cm tail,,UGA
Lcapito,308,,2,2017,5/31/17,5.33,,0.5 cm tail,,UGA
Lcapito,309,,2,2017,5/31/17,4.19,,,,UGA
Lcapito,310,,2,2017,5/31/17,4.35,,,,UGA
Lcapito,311,,4,2017,5/31/17,5.55,,1 cm tail (hopped in hole on floor),,UGA
Lcapito,312,,4,2017,5/31/17,5.51,,1 cm tail,,UGA
Lcapito,313,,4,2017,5/31/17,4.69,,1 cm tail,,UGA
Lcapito,314,,4,2017,5/31/17,5.54,,1 cm tail,,UGA
Lcapito,315,,4,2017,5/31/17,6.02,,,,UGA
Lcapito,316,,4,2017,5/31/17,3.95,,,,UGA
Lcapito,317,,5,2017,5/31/17,6.18,,,,UGA
Lcapito,318,,5,2017,5/31/17,6.43,,1 cm tail,,UGA
Lcapito,319,,5,2017,5/31/17,5.83,,1 cm tail,,UGA
