ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,Facility,Other - Facility,Tank,Other - Tank,Mass,Mark,Notes,x,y
929,db188124-d7ca-4d58-96dd-1ba026b49eb6,7/1/2024 1:20:59 PM,ek30648_USG,7/1/2024 1:20:59 PM,ek30648_USG,7/1/2024 12:57:00 PM,Eva Kerr,,UGA,,13,,5.35,,,-83.3577081680122,33.890742096243
930,2e82a164-fe05-43e8-82b3-e8121bf18eff,7/1/2024 1:21:00 PM,ek30648_USG,7/1/2024 1:21:00 PM,ek30648_USG,7/1/2024 12:58:00 PM,Eva Kerr,,UGA,,16,,5.33,,,-83.3577120627183,33.8907546578
931,e820e252-918f-49ea-96ac-4a7e85e02dc0,7/1/2024 1:21:01 PM,ek30648_USG,7/1/2024 1:21:01 PM,ek30648_USG,7/1/2024 12:58:00 PM,Eva Kerr,,UGA,,21,,6.65,,,-83.3577106328326,33.8907364993194
932,293161e0-ec08-4e94-aa51-00a5895bbc1c,7/1/2024 1:21:01 PM,ek30648_USG,7/1/2024 1:21:01 PM,ek30648_USG,7/1/2024 12:59:00 PM,Eva Kerr,,UGA,,16,,5.5,,,-83.3577098619603,33.8907453585699
933,04ca8bd2-66d6-4c73-a524-42958ebfe9b7,7/1/2024 1:21:02 PM,ek30648_USG,7/1/2024 1:21:02 PM,ek30648_USG,7/1/2024 1:00:00 PM,Eva Kerr,,UGA,,19,,5.65,,,-83.3577022369124,33.8907557501302
934,26348269-b24c-4b32-b29f-7e4abcea4b7e,7/1/2024 1:21:03 PM,ek30648_USG,7/1/2024 1:21:03 PM,ek30648_USG,7/1/2024 1:00:00 PM,Eva Kerr,,UGA,,20,,5.04,,,-83.357693629117,33.8907368532864
935,06e012b6-5d25-4462-8b97-239dcf6f2a63,7/1/2024 1:21:03 PM,ek30648_USG,7/1/2024 1:21:03 PM,ek30648_USG,7/1/2024 1:01:00 PM,Eva Kerr,,UGA,,1,,6.82,,,-83.3577142596941,33.8907422124416
936,9f7d9e43-47eb-4538-9a5a-496249c36913,7/1/2024 1:21:04 PM,ek30648_USG,7/1/2024 1:21:04 PM,ek30648_USG,7/1/2024 1:02:00 PM,Eva Kerr,,UGA,,1,,5.88,,,-83.3577194221124,33.8907509369724
937,36d07e22-a483-4a0f-902f-7a45bd62381b,7/1/2024 1:21:05 PM,ek30648_USG,7/1/2024 1:21:05 PM,ek30648_USG,7/1/2024 1:02:00 PM,Eva Kerr,,UGA,,1,,6.16,,,-83.3576601983241,33.8908003896188
938,caae21aa-b141-4641-a014-e7e1fc81d8e5,7/1/2024 1:21:06 PM,ek30648_USG,7/1/2024 1:21:06 PM,ek30648_USG,7/1/2024 1:03:00 PM,Eva Kerr,,UGA,,6,,4.33,,,-83.3576776626593,33.8907918763638
939,5e8ce12a-f6d3-467b-99bb-3a99a0cad3f3,7/1/2024 1:21:06 PM,ek30648_USG,7/1/2024 1:21:06 PM,ek30648_USG,7/1/2024 1:04:00 PM,Eva Kerr,,UGA,,6,,4.53,,,-83.3576603709596,33.8907535575441
940,95721828-64c3-4524-8dee-d3220e69838d,7/1/2024 1:21:07 PM,ek30648_USG,7/1/2024 1:21:07 PM,ek30648_USG,7/1/2024 1:04:00 PM,Eva Kerr,,UGA,,6,,4.36,,,-83.3576710402993,33.8907716694782
941,38f938a5-5c6d-45a1-8299-f2e72d747a08,7/1/2024 1:21:08 PM,ek30648_USG,7/1/2024 1:21:08 PM,ek30648_USG,7/1/2024 1:05:00 PM,Eva Kerr,,UGA,,7,,4.46,,,-83.357627785206,33.8907929654232
942,c8f9267d-f9e5-485e-a81e-5329711f8315,7/1/2024 1:21:08 PM,ek30648_USG,7/1/2024 1:21:08 PM,ek30648_USG,7/1/2024 1:06:00 PM,Eva Kerr,,UGA,,7,,3.92,,,-83.3576794640797,33.8907791064459
943,2f760b7b-105b-4b11-a19e-debb185b7ba9,7/1/2024 1:21:09 PM,ek30648_USG,7/1/2024 1:21:09 PM,ek30648_USG,7/1/2024 1:06:00 PM,Eva Kerr,,UGA,,7,,3.77,,,-83.3576844849888,33.890777254549
944,5b4a869a-d106-4988-9824-b88f73ebfd71,7/1/2024 1:21:10 PM,ek30648_USG,7/1/2024 1:21:10 PM,ek30648_USG,7/1/2024 1:07:00 PM,Eva Kerr,,UGA,,21,,7.58,,,-83.3576491754566,33.8907604745407
945,f379c70f-ebe0-439c-ba5d-549ff689048d,7/1/2024 1:21:11 PM,ek30648_USG,7/1/2024 1:21:11 PM,ek30648_USG,7/1/2024 1:08:00 PM,Eva Kerr,,UGA,,21,,6.25,,,-83.3576787840798,33.8907697890164
946,7b36b84b-4a12-4cd7-8a62-107bcfb15482,7/1/2024 1:21:12 PM,ek30648_USG,7/1/2024 1:21:12 PM,ek30648_USG,7/1/2024 1:08:00 PM,Eva Kerr,,UGA,,2,,4.52,,,-83.3576839513897,33.8907575674915
947,5478d7f2-477c-4e3b-8d23-14cfec2249c5,7/1/2024 1:21:13 PM,ek30648_USG,7/1/2024 1:21:13 PM,ek30648_USG,7/1/2024 1:10:00 PM,Eva Kerr,,UGA,,22,,6.39,,,-83.3576663986522,33.8907851048842
948,45feb251-0131-4b28-9b28-6a11c8c36edc,7/1/2024 1:21:13 PM,ek30648_USG,7/1/2024 1:21:13 PM,ek30648_USG,7/1/2024 1:11:00 PM,Eva Kerr,,UGA,,22,,7.23,,,-83.3576519664719,33.890731450353
949,4abcad26-10ee-4c65-bcc9-1d9a2cf84bbf,7/1/2024 1:21:14 PM,ek30648_USG,7/1/2024 1:21:14 PM,ek30648_USG,7/1/2024 1:11:00 PM,Eva Kerr,,UGA,,23,,4.49,,,-83.3576737406102,33.8907614568557
950,25d17323-badc-41be-9aa0-00ebf7669d9d,7/1/2024 1:21:14 PM,ek30648_USG,7/1/2024 1:21:14 PM,ek30648_USG,7/1/2024 1:12:00 PM,Eva Kerr,,UGA,,23,,6.25,,,-83.3576796572052,33.8907552727714
951,de6c3a72-8b9a-4e19-af07-a9eb53bbf90d,7/1/2024 1:21:15 PM,ek30648_USG,7/1/2024 1:21:15 PM,ek30648_USG,7/1/2024 1:13:00 PM,Eva Kerr,,UGA,,10,,4.22,,,-83.357695688671,33.8907708655323
952,e850157f-7860-4215-9342-c62fe0bb774b,7/1/2024 1:21:16 PM,ek30648_USG,7/1/2024 1:21:16 PM,ek30648_USG,7/1/2024 1:14:00 PM,Eva Kerr,,UGA,,10,,4.05,,,-83.3576672700017,33.8907677512036
953,22bc41e1-696e-4322-8af0-6c980953d500,7/1/2024 1:21:17 PM,ek30648_USG,7/1/2024 1:21:17 PM,ek30648_USG,7/1/2024 1:14:00 PM,Eva Kerr,,UGA,,10,,4.16,,,-83.3576769219148,33.8907520695883
954,2fdf3bb5-7538-40be-a27e-e2d40f475ffb,7/1/2024 1:21:18 PM,ek30648_USG,7/1/2024 1:21:18 PM,ek30648_USG,7/1/2024 1:15:00 PM,Eva Kerr,,UGA,,14,,5.62,,,-83.3576964143704,33.8907482812221
955,ed61592f-2e51-4a46-9b0d-3c37971fe2df,7/1/2024 1:21:20 PM,ek30648_USG,7/1/2024 1:21:20 PM,ek30648_USG,7/1/2024 1:16:00 PM,Eva Kerr,,UGA,,14,,4.14,,,-83.3576815364519,33.8907517015379
956,d4f38234-eca1-4237-9193-a84952dc9cdb,7/1/2024 1:21:21 PM,ek30648_USG,7/1/2024 1:21:21 PM,ek30648_USG,7/1/2024 1:16:00 PM,Eva Kerr,,UGA,,14,,5.5,,,-83.3576858209452,33.8907703490691
957,954ad02e-953b-4a8d-b315-30528b5480a4,7/1/2024 1:21:22 PM,ek30648_USG,7/1/2024 1:21:22 PM,ek30648_USG,7/1/2024 1:17:00 PM,Eva Kerr,,UGA,,5,,6.81,,,-83.3576922838222,33.8907596520883
958,731fcc39-d3eb-483b-8526-5e46fced7670,7/1/2024 1:21:23 PM,ek30648_USG,7/1/2024 1:21:23 PM,ek30648_USG,7/1/2024 1:18:00 PM,Eva Kerr,,UGA,,5,,5.34,,,-83.3576882010877,33.8907627443993
959,4ab8eec3-3c15-46f5-aa56-9a1532de54ea,7/1/2024 1:21:25 PM,ek30648_USG,7/1/2024 1:21:25 PM,ek30648_USG,7/1/2024 1:18:00 PM,Eva Kerr,,UGA,,5,,5.7,,,-83.3576882010877,33.8907627443993
960,2c412c0d-04c0-4b0f-86ff-02b7a2e510bb,7/1/2024 1:24:09 PM,ek30648_USG,7/1/2024 1:24:09 PM,ek30648_USG,7/1/2024 1:21:00 PM,Eva Kerr,,UGA,,5,,6.93,,,-83.3576882010877,33.8907627443993
961,c633a340-dc58-4268-ba4f-13361825105b,7/1/2024 1:24:10 PM,ek30648_USG,7/1/2024 1:24:10 PM,ek30648_USG,7/1/2024 1:21:00 PM,Eva Kerr,,UGA,,5,,5.92,,,-83.3576882010877,33.8907627443993
962,d5a1768b-2d9e-4f34-bd2d-28ed82337c05,7/1/2024 1:24:10 PM,ek30648_USG,7/1/2024 1:24:10 PM,ek30648_USG,7/1/2024 1:21:00 PM,Eva Kerr,,UGA,,5,,6.57,,,-83.3576882010877,33.8907627443993
963,2b32bae3-53ff-4d00-ad84-60d336545307,7/1/2024 1:24:11 PM,ek30648_USG,7/1/2024 1:24:11 PM,ek30648_USG,7/1/2024 1:22:00 PM,Eva Kerr,,UGA,,5,,6.13,,,-83.3576882010877,33.8907627443993
964,3f737489-532e-43a2-9f24-48faf47bde39,7/1/2024 1:24:12 PM,ek30648_USG,7/1/2024 1:24:12 PM,ek30648_USG,7/1/2024 1:22:00 PM,Eva Kerr,,UGA,,5,,7.58,,,-83.3576882010877,33.8907627443993
965,679dea43-3d3a-4259-a81d-633cddde7cde,7/1/2024 1:24:13 PM,ek30648_USG,7/1/2024 1:24:13 PM,ek30648_USG,7/1/2024 1:22:00 PM,Eva Kerr,,UGA,,5,,6.65,,,-83.3576882010877,33.8907627443993
966,c6a1e351-1fab-4987-b726-1e80ec1b221f,7/1/2024 1:24:14 PM,ek30648_USG,7/1/2024 1:24:14 PM,ek30648_USG,7/1/2024 1:23:00 PM,Eva Kerr,,UGA,,5,,5.63,,,-83.3576882010877,33.8907627443993
967,e419e3ea-1ba2-4a21-99ed-d20a7c509fa0,7/1/2024 1:24:15 PM,ek30648_USG,7/1/2024 1:24:15 PM,ek30648_USG,7/1/2024 1:23:00 PM,Eva Kerr,,UGA,,5,,5.57,,,-83.3576882010877,33.8907627443993
968,fa1e535a-9003-4391-b564-347a197c667c,7/1/2024 1:24:16 PM,ek30648_USG,7/1/2024 1:24:16 PM,ek30648_USG,7/1/2024 1:23:00 PM,Eva Kerr,,UGA,,5,,5.99,,,-83.3576882010877,33.8907627443993
969,78dec127-9a3b-41a4-83e0-6408a05ccf0e,7/1/2024 4:28:34 PM,kfh39602_USG,7/1/2024 4:28:34 PM,kfh39602_USG,6/28/2024 2:40:00 PM,Kristina Hefferle,,UGA,,13,,4.83,,,-83.3576682491924,33.8908182708062
970,54a54731-ad1f-45be-acf1-a321256996d3,7/1/2024 4:28:35 PM,kfh39602_USG,7/1/2024 4:28:35 PM,kfh39602_USG,6/30/2024 10:33:00 PM,Kristina Hefferle,,UGA,,16,,4.73,,,-83.3575496785199,33.8906802036274
971,b8bea919-7187-4dee-a3cb-f66ea226a606,7/1/2024 4:28:36 PM,kfh39602_USG,7/1/2024 4:28:36 PM,kfh39602_USG,6/30/2024 10:34:00 PM,Kristina Hefferle,,UGA,,6,,4.4,,,-83.3576702643591,33.8907867560238
972,618762d9-411f-4b0c-9120-db31e31c4067,7/1/2024 4:28:37 PM,kfh39602_USG,7/1/2024 4:28:37 PM,kfh39602_USG,6/30/2024 10:59:00 PM,Kristina Hefferle,,UGA,,3,,5.51,,,-83.357664627243,33.8907808037734
973,529c29f3-54d9-4f5c-b57b-7508d84b1ded,7/1/2024 4:28:38 PM,kfh39602_USG,7/1/2024 4:28:38 PM,kfh39602_USG,6/30/2024 11:00:00 PM,Kristina Hefferle,,UGA,,3,,6.91,,,-83.3576903968641,33.8907794234411
974,8c3abf35-3edb-4a17-80e4-d84265700f41,7/1/2024 4:28:39 PM,kfh39602_USG,7/1/2024 4:28:39 PM,kfh39602_USG,6/30/2024 11:01:00 PM,Kristina Hefferle,,UGA,,3,,4.91,,,-83.3576920740907,33.8908021688781
975,b799f6b6-ab02-4b3f-a511-8d4ef259cb51,7/1/2024 4:28:39 PM,kfh39602_USG,7/1/2024 4:28:39 PM,kfh39602_USG,6/30/2024 11:23:00 PM,Kristina Hefferle,,UGA,,7,,4.95,,,-83.3576921437364,33.8908020125314
976,04349e26-975e-412b-98bc-9b7a89735661,7/1/2024 4:28:40 PM,kfh39602_USG,7/1/2024 4:28:40 PM,kfh39602_USG,6/30/2024 11:37:00 PM,Kristina Hefferle,,UGA,,9,,7.06,,,-83.3576785768965,33.8908094502239
977,f595d4ba-e90d-43a9-85e2-cb05b87dc85e,7/1/2024 4:28:41 PM,kfh39602_USG,7/1/2024 4:28:41 PM,kfh39602_USG,6/30/2024 11:37:00 PM,Kristina Hefferle,,UGA,,9,,6.6,,,-83.3576785768965,33.8908094502239
978,25392b17-ac61-4b26-bf99-0e346b55b443,7/1/2024 4:28:41 PM,kfh39602_USG,7/1/2024 4:28:41 PM,kfh39602_USG,6/30/2024 11:38:00 PM,Kristina Hefferle,,UGA,,9,,7.14,,,-83.3576785768965,33.8908094502239
979,8a41e674-7c12-4513-9881-a550cf79ceb2,7/1/2024 4:28:42 PM,kfh39602_USG,7/1/2024 4:28:42 PM,kfh39602_USG,6/30/2024 11:55:00 PM,Kristina Hefferle,,UGA,,11,,6.41,,,-83.3576886274976,33.8907935504485
980,1c1ab216-30d9-466f-bc8d-3f3fe6df204c,7/1/2024 4:28:43 PM,kfh39602_USG,7/1/2024 4:28:43 PM,kfh39602_USG,6/30/2024 11:57:00 PM,Kristina Hefferle,,UGA,,11,,6.07,,,-83.3576886274976,33.8907935504485
981,e5d5bce6-33e3-4ed3-bdb7-d3db94b9c805,7/1/2024 4:28:43 PM,kfh39602_USG,7/1/2024 4:28:43 PM,kfh39602_USG,7/1/2024 12:30:00 AM,Kristina Hefferle,,UGA,,17,,6.3,,,-83.3576761213292,33.8908087943599
982,208e0d9e-5165-4ee8-80d4-26d8a4af127f,7/1/2024 4:28:44 PM,kfh39602_USG,7/1/2024 4:28:44 PM,kfh39602_USG,7/1/2024 12:31:00 AM,Kristina Hefferle,,UGA,,17,,5.99,,,-83.3576761213292,33.8908087943599
983,3008778c-c7be-47df-9d60-bce8735b3cb2,7/1/2024 4:28:44 PM,kfh39602_USG,7/1/2024 4:28:44 PM,kfh39602_USG,7/1/2024 12:32:00 AM,Kristina Hefferle,,UGA,,17,,5.59,,,-83.3576761213292,33.8908087943599
984,eb33f0b8-2f4f-4fcd-a944-700415cd8599,7/1/2024 4:28:45 PM,kfh39602_USG,7/1/2024 4:28:45 PM,kfh39602_USG,7/1/2024 12:33:00 AM,Kristina Hefferle,,UGA,,17,,6.42,,,-83.3576761213292,33.8908087943599
985,99e177b4-e37e-40cb-b009-ecf445d2e09a,7/1/2024 4:28:45 PM,kfh39602_USG,7/1/2024 4:28:45 PM,kfh39602_USG,7/1/2024 12:33:00 AM,Kristina Hefferle,,UGA,,17,,5.81,,,-83.3576761213292,33.8908087943599
986,0d681936-57b8-4aea-b613-d37390af7512,7/1/2024 4:28:46 PM,kfh39602_USG,7/1/2024 4:28:46 PM,kfh39602_USG,7/1/2024 12:34:00 AM,Kristina Hefferle,,UGA,,17,,6.52,,,-83.3576761213292,33.8908087943599
987,b7befda2-958f-41eb-b845-f016c45c5266,7/3/2024 11:26:06 AM,ccarter_USG,7/3/2024 11:26:06 AM,ccarter_USG,7/3/2024 11:04:00 AM,Vanessa Terrell,,UGA,,24,,6.68,,,-83.357678606742,33.8907764559304
988,2f93a61d-9d34-4b7c-a6a2-d4323703e4d3,7/3/2024 11:26:07 AM,ccarter_USG,7/3/2024 11:26:07 AM,ccarter_USG,7/3/2024 11:07:00 AM,Vanessa Terrell,,UGA,,24,,6.67,,,-83.3576799847942,33.8907610595407
989,11228e1f-fadf-45a5-a7c1-b59a1983b9b5,7/3/2024 11:26:08 AM,ccarter_USG,7/3/2024 11:26:08 AM,ccarter_USG,7/3/2024 11:08:00 AM,Vanessa Terrell,,UGA,,24,,6.91,,,-83.3576799847942,33.8907610595407
990,2a6266aa-2c41-4e89-873d-6caced7fa331,7/3/2024 11:26:09 AM,ccarter_USG,7/3/2024 11:26:09 AM,ccarter_USG,7/3/2024 11:09:00 AM,Vanessa Terrell,,UGA,,24,,5.55,,,-83.3576799847942,33.8907610595407
991,962cbd2c-44d3-4061-974c-432808bead46,7/3/2024 11:26:09 AM,ccarter_USG,7/3/2024 11:26:09 AM,ccarter_USG,7/3/2024 11:15:00 AM,Vanessa Terrell,,UGA,,16,,5.05,,Pulled on 6/27/24,-83.35766213422,33.8907588453771
992,e9d8e353-df2b-4c39-8c6b-8a3f63751210,7/3/2024 11:26:10 AM,ccarter_USG,7/3/2024 11:26:10 AM,ccarter_USG,7/3/2024 11:16:00 AM,Vanessa Terrell,,UGA,,16,,5.76,,Pulled 6/27/24,-83.3576955022671,33.890761949015
993,19320c53-f378-4ea7-be13-13e6a3c11a09,7/3/2024 11:26:11 AM,ccarter_USG,7/3/2024 11:26:11 AM,ccarter_USG,7/3/2024 11:17:00 AM,Vanessa Terrell,,UGA,,16,,5.47,,Pulled on 6/27/24,-83.3576781434794,33.8907619644892
994,44fcb969-9183-467b-b921-5fd49f49717c,7/3/2024 11:26:12 AM,ccarter_USG,7/3/2024 11:26:12 AM,ccarter_USG,7/3/2024 11:18:00 AM,Vanessa Terrell,,UGA,,13,,5.14,,Pulled 6/28/24,-83.3576596041256,33.8907725350886
995,9c0fdbf7-ee81-4cc3-8a21-5c851b2e2aab,7/3/2024 11:26:13 AM,ccarter_USG,7/3/2024 11:26:13 AM,ccarter_USG,7/3/2024 11:21:00 AM,Vanessa Terrell,,UGA,,16,,4.92,,,-83.3576596146201,33.8907725663266
996,d7d2069d-983d-485a-973d-5842a0540cdf,7/3/2024 11:26:14 AM,ccarter_USG,7/3/2024 11:26:14 AM,ccarter_USG,7/3/2024 11:22:00 AM,Vanessa Terrell,,UGA,,16,,4.22,,,-83.3576596146201,33.8907725663266
997,aae9c60d-f329-4389-ab82-a2736710d493,7/3/2024 11:26:15 AM,ccarter_USG,7/3/2024 11:26:15 AM,ccarter_USG,7/3/2024 11:24:00 AM,Vanessa Terrell,,UGA,,16,,5.25,,,-83.3576798503786,33.8907670752029
998,62b2e7c6-bae4-4061-b1fb-413bd7b963cf,7/3/2024 11:26:16 AM,ccarter_USG,7/3/2024 11:26:16 AM,ccarter_USG,7/3/2024 11:25:00 AM,Vanessa Terrell,,UGA,,16,,6.35,,,-83.3576798503786,33.8907670752029
999,63b09d51-bb9a-4d70-b0f2-427776b41530,7/3/2024 11:49:55 AM,ccarter_USG,7/3/2024 11:49:55 AM,ccarter_USG,7/3/2024 11:26:00 AM,Vanessa Terrell,,UGA,,13,,4.85,,,-83.3576798503786,33.8907670752029
1000,1e51e43d-4096-4956-90c3-d39d82624f57,7/3/2024 11:49:55 AM,ccarter_USG,7/3/2024 11:49:55 AM,ccarter_USG,7/3/2024 11:30:00 AM,Vanessa Terrell,,UGA,,13,,3.93,,,-83.3576883296632,33.8907746733028
1001,bc0b85a1-86b2-40c8-b3b6-acfd2375408d,7/3/2024 11:49:56 AM,ccarter_USG,7/3/2024 11:49:56 AM,ccarter_USG,7/3/2024 11:31:00 AM,Vanessa Terrell,,UGA,,20,,4.71,,,-83.3576883296632,33.8907746733028
1002,4892f861-d6a0-425f-bc1b-4af61e3da9a9,7/3/2024 11:49:56 AM,ccarter_USG,7/3/2024 11:49:56 AM,ccarter_USG,7/3/2024 11:36:00 AM,Corrie Navis,,UGA,,10,,4.54,,,-83.3576883296632,33.8907746733028
1003,c51ef1dc-496a-4705-b1ca-9b48e459c406,7/3/2024 11:49:57 AM,ccarter_USG,7/3/2024 11:49:57 AM,ccarter_USG,7/3/2024 11:43:00 AM,Vanessa Terrell,,UGA,,9,,7.32,,,-83.3577269835973,33.8907708173681
1004,c823fe66-ea5c-49f0-bb62-df392a52e840,7/3/2024 11:49:58 AM,ccarter_USG,7/3/2024 11:49:58 AM,ccarter_USG,7/3/2024 11:45:00 AM,Vanessa Terrell,,UGA,,18,,6.02,,,-83.3576917614659,33.8907681866689
1005,42893a96-e7ee-4adb-880c-87a62b1383f7,7/3/2024 11:49:59 AM,ccarter_USG,7/3/2024 11:49:59 AM,ccarter_USG,7/3/2024 11:49:00 AM,Vanessa Terrell,,UGA,,5,,5.65,,,-83.3576641466873,33.8907700511446
1006,f3baf164-4dbc-4f74-95d3-a2de5069837d,7/3/2024 11:59:38 AM,ccarter_USG,7/3/2024 11:59:38 AM,ccarter_USG,7/3/2024 11:50:00 AM,Vanessa Terrell,,UGA,,3,,4.68,,,-83.3576641466873,33.8907700511446
1007,652ee7cc-b7b4-45a2-9beb-048f6caca200,7/3/2024 11:59:39 AM,ccarter_USG,7/3/2024 11:59:39 AM,ccarter_USG,7/3/2024 11:50:00 AM,Vanessa Terrell,,UGA,,3,,5.83,,,-83.3576838188437,33.8907575108157
1008,efad1953-1325-4df3-819a-1ee0e6d88d46,7/3/2024 11:59:40 AM,ccarter_USG,7/3/2024 11:59:40 AM,ccarter_USG,7/3/2024 11:51:00 AM,Vanessa Terrell,,UGA,,3,,5.78,,,-83.3576838188437,33.8907575108157
1009,ce0d9341-978b-4a4a-9809-43edca1c6463,7/3/2024 11:59:40 AM,ccarter_USG,7/3/2024 11:59:40 AM,ccarter_USG,7/3/2024 11:52:00 AM,Vanessa Terrell,,UGA,,3,,5.7,,,-83.3576794402991,33.8907611355103
1010,79ea68d9-376c-4469-8d01-ea8efc031ae4,7/3/2024 11:59:41 AM,ccarter_USG,7/3/2024 11:59:41 AM,ccarter_USG,7/3/2024 11:53:00 AM,Vanessa Terrell,,UGA,,6,,4.22,,,-83.3576794402991,33.8907611355103
1011,38a03764-6c18-403e-b02f-a121250ef47d,7/3/2024 11:59:42 AM,ccarter_USG,7/3/2024 11:59:42 AM,ccarter_USG,7/3/2024 11:54:00 AM,Vanessa Terrell,,UGA,,17,,5.99,,,-83.3576794402991,33.8907611355103
1012,52eabed6-b2ee-402d-82d1-38742df493e9,7/3/2024 11:59:42 AM,ccarter_USG,7/3/2024 11:59:42 AM,ccarter_USG,7/3/2024 11:55:00 AM,Vanessa Terrell,,UGA,,1,,5.15,,,-83.3576678692133,33.8907606916121
1013,894e25e7-4921-4641-810e-2284b133ccba,7/3/2024 11:59:43 AM,ccarter_USG,7/3/2024 11:59:43 AM,ccarter_USG,7/3/2024 11:56:00 AM,Vanessa Terrell,,UGA,,23,,4.76,,,-83.3576823246097,33.8907573120078
1014,66df2d86-bffb-4e78-85e5-7205c2db4344,7/3/2024 11:59:44 AM,ccarter_USG,7/3/2024 11:59:44 AM,ccarter_USG,7/3/2024 11:57:00 AM,Vanessa Terrell,,UGA,,18,,5.72,,,-83.3576823246097,33.8907573120078
1015,defb6492-b2e6-47f5-9a7a-f5bbe41be46d,7/3/2024 11:59:45 AM,ccarter_USG,7/3/2024 11:59:45 AM,ccarter_USG,7/3/2024 11:58:00 AM,Vanessa Terrell,,UGA,,1,,6.3,,,-83.3576823246097,33.8907573120078
1016,d1ef5819-9caf-4b9f-b288-f78f4e00f9b3,7/3/2024 11:59:46 AM,ccarter_USG,7/3/2024 11:59:46 AM,ccarter_USG,7/3/2024 11:59:00 AM,Vanessa Terrell,,UGA,,14,,5,,,-83.3576823246097,33.8907573120078
1017,325b0983-6450-435c-9216-c0d3d1d9151a,7/3/2024 12:02:00 PM,ccarter_USG,7/3/2024 12:02:00 PM,ccarter_USG,7/3/2024 12:01:00 PM,Vanessa Terrell,,UGA,,10,,6.65,,,-83.3576823246097,33.8907573120078
1018,06041db2-bc59-42df-87fd-12b3ff569ccf,7/3/2024 12:03:19 PM,ccarter_USG,7/3/2024 12:03:19 PM,ccarter_USG,7/3/2024 12:02:00 PM,Vanessa Terrell,,UGA,,4,,5.21,,,-83.3576823246097,33.8907573120078
1019,1557a960-b01e-4ecc-9f8c-75d7474b0437,7/3/2024 12:03:56 PM,ccarter_USG,7/3/2024 12:03:56 PM,ccarter_USG,7/3/2024 12:03:00 PM,Vanessa Terrell,,UGA,,4,,5.72,,,-83.3576823246097,33.8907573120078
1020,517bb9bc-46b5-412e-9fa0-1bed0e9a881d,7/3/2024 12:05:10 PM,ccarter_USG,7/3/2024 12:05:10 PM,ccarter_USG,7/3/2024 12:04:00 PM,Vanessa Terrell,,UGA,,20,,4.85,,,-83.3576823246097,33.8907573120078
1021,0270d693-774f-42ce-b1d6-46cbaa1ed648,7/3/2024 12:05:46 PM,ccarter_USG,7/3/2024 12:05:46 PM,ccarter_USG,7/3/2024 12:05:00 PM,Vanessa Terrell,,UGA,,20,,4.22,,,-83.3576823246097,33.8907573120078
1022,c611ef0a-fe6f-4371-b027-f54d33631204,7/3/2024 12:06:51 PM,ccarter_USG,7/3/2024 12:06:51 PM,ccarter_USG,7/3/2024 12:06:00 PM,Vanessa Terrell,,UGA,,21,,7.58,,,-83.3576823246097,33.8907573120078
1023,5ffd4540-8e61-4d93-bbf1-4fb0079f0656,7/3/2024 12:07:25 PM,ccarter_USG,7/3/2024 12:07:25 PM,ccarter_USG,7/3/2024 12:06:00 PM,Vanessa Terrell,,UGA,,21,,7.06,,,-83.3576823246097,33.8907573120078
1024,ad7d0cdc-7013-452a-9401-5bd8a29cfebd,7/3/2024 12:08:24 PM,ccarter_USG,7/3/2024 12:08:24 PM,ccarter_USG,7/3/2024 12:07:00 PM,Vanessa Terrell,,UGA,,25,,3.63,,,-83.3576823246097,33.8907573120078
1025,cf8243e3-568b-42df-8fe4-d2a704097902,7/3/2024 12:08:58 PM,ccarter_USG,7/3/2024 12:08:58 PM,ccarter_USG,7/3/2024 12:08:00 PM,Vanessa Terrell,,UGA,,25,,4.38,,,-83.3576823246097,33.8907573120078
1026,d8cf4498-76cd-4481-965a-5c347ae656ad,7/3/2024 12:09:50 PM,ccarter_USG,7/3/2024 12:09:50 PM,ccarter_USG,7/3/2024 12:09:00 PM,Vanessa Terrell,,UGA,,7,,4.53,,,-83.3576823246097,33.8907573120078
1027,beb2a97a-5a4a-4f41-aa14-fab45a0b606c,7/3/2024 12:10:17 PM,ccarter_USG,7/3/2024 12:10:17 PM,ccarter_USG,7/3/2024 12:09:00 PM,Vanessa Terrell,,UGA,,7,,4.42,,,-83.3576823246097,33.8907573120078
1028,5615958f-8cde-4bd1-b3aa-d052242b1efd,7/3/2024 12:15:41 PM,ccarter_USG,7/3/2024 12:15:41 PM,ccarter_USG,7/3/2024 12:14:00 PM,Vanessa Terrell,,UGA,,7,,4.3,,,-83.3576702677226,33.8907748494346
1029,3950f9de-f983-4c0e-a957-1affa7efd4a6,7/3/2024 12:16:11 PM,ccarter_USG,7/3/2024 12:16:11 PM,ccarter_USG,7/3/2024 12:15:00 PM,Vanessa Terrell,,UGA,,9,,7.16,,,-83.3576537977729,33.8907731693454
1030,329af153-b7cd-4367-ba4b-90913c6721de,7/3/2024 12:16:41 PM,ccarter_USG,7/3/2024 12:16:41 PM,ccarter_USG,7/3/2024 12:16:00 PM,Vanessa Terrell,,UGA,,19,,6.52,,,-83.3576511470432,33.8907660236833
1031,4d309eb9-abf2-453b-85c7-6ecd575e5d1b,7/3/2024 12:18:06 PM,ccarter_USG,7/3/2024 12:18:06 PM,ccarter_USG,7/3/2024 12:16:00 PM,Vanessa Terrell,,UGA,,2,,5.71,,,-83.3576663649798,33.8907543737768
