Species,Species.ID,Tank.ID,Mass.g.metamorphosed,Date.metamorphosed,Date.eggs.hatched,Clutch.ID,Stocking.density,Date.stocked,Days.to.metamorphosis,Fate.comments,Year
Rcapito,985,15,4.37,7/18/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,986,15,3.9,7/18/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,987,15,4.16,7/18/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,988,15,3.84,7/18/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,1003,15,3.83,7/20/20,2/20/20,W3,75,3/6/20,,weighed on 7/22/20,2020
Rcapito,1004,15,3.7,7/20/20,2/20/20,W3,75,3/6/20,,weighed on 7/22/20,2020
Rcapito,1005,15,5.68,7/20/20,2/20/20,W3,75,3/6/20,,weighed on 7/22/20,2020
Rcapito,1012,15,3.29,7/24/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,1013,15,4.66,7/24/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,1029,15,5.63,7/26/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,1030,15,3.95,7/26/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,1032,15,3.55,7/27/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,1036,15,4.64,7/27/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,71,16,4.37,6/18/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,145,16,3.38,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,146,16,3.52,6/22/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,247,16,4.15,6/24/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,251,16,3.05,6/25/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,305,16,3.22,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,306,16,3.84,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,307,16,3.4,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,308,16,4.01,6/26/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,335,16,5.06,6/28/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,336,16,3.9,6/28/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,337,16,4.25,6/28/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,419,16,3.59,6/26/20,2/20/20,W1a,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,478,16,4.95,6/30/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,499,16,3.65,6/30/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,500,16,4.37,6/30/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,566,16,3,7/2/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,567,16,2.79,7/2/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,577,16,4.05,7/2/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,578,16,3.32,7/2/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,579,16,2.79,7/2/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,580,16,2.9,7/2/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,654,16,4.4,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,655,16,3.64,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,656,16,4.21,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,657,16,2.44,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,658,16,2.99,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,659,16,3.34,7/4/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,677,16,3.87,7/4/20,2/20/20,W1a,60,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,678,16,5.44,7/4/20,2/20/20,W1a,60,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,718,16,3.65,7/2/20,2/20/20,W1a,60,3/6/20,,"pulled w/tail, weighed 7/4/20",2020
Rcapito,740,16,4.62,7/6/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,741,16,3.74,7/6/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,742,16,3.57,7/6/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,743,16,3,7/6/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,744,16,3.21,7/6/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,805,16,3.32,7/8/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,806,16,3.56,7/8/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,807,16,3.53,7/8/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,822,16,3.36,7/12/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,846,16,3.7,7/10/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,847,16,4.23,7/10/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,848,16,3.81,7/10/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,849,16,3.74,7/10/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,850,16,3.06,7/10/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,852,16,3.47,7/10/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,922,16,3.7,7/14/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,974,16,4.46,7/20/20,2/20/20,W1a,60,3/6/20,,weighed on 7/20/20,2020
Rcapito,984,16,5.41,7/18/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,1007,16,4.19,7/20/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,1008,16,4.35,7/20/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,1027,16,7.87,7/24/20,2/20/20,W1a,60,3/6/20,,,2020
Rcapito,12,17,3.41,6/12/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,13,17,4.95,6/12/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,36,17,4.72,6/14/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,37,17,3.23,6/14/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,41,17,5.83,6/16/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,42,17,4.62,6/16/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,43,17,5.77,6/16/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,147,17,4.63,6/22/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,148,17,4.31,6/22/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,149,17,3.99,6/22/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,150,17,3.72,6/22/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,151,17,3.67,6/22/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,152,17,4.87,6/22/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,153,17,4.25,6/22/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,154,17,5.7,6/22/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,222,17,5.05,6/24/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,223,17,4.58,6/24/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,224,17,4.55,6/24/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,225,17,3.24,6/24/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,226,17,5.63,6/24/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,252,17,3.4,6/25/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,257,17,4.8,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,258,17,3.62,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,259,17,4.27,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,260,17,4.37,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,261,17,4.71,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,262,17,4.15,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,263,17,4.27,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,264,17,4.79,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,265,17,4.28,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,266,17,4.68,6/26/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,385,17,4.77,6/28/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,386,17,4.56,6/28/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,387,17,5.6,6/28/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,388,17,5.42,6/28/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,389,17,4.12,6/28/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,390,17,4.16,6/28/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,420,17,3.8,6/26/20,2/20/20,W1a,75,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,421,17,4.25,6/26/20,2/20/20,W1a,75,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,477,17,4.54,6/30/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,555,17,5.3,7/2/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,556,17,4.35,7/2/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,557,17,4.89,7/2/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,588,17,5.15,7/2/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,602,17,na,6/30/20,2/20/20,W1a,75,3/6/20,,released before weight was taken,2020
Rcapito,603,17,na,6/30/20,2/20/20,W1a,75,3/6/20,,released before weight was taken,2020
Rcapito,660,17,4.37,7/4/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,661,17,3.45,7/4/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,662,17,4.38,7/4/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,663,17,4.28,7/4/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,664,17,4.88,7/4/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,679,17,5.04,7/4/20,2/20/20,W1a,75,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,801,17,6.2,7/8/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,802,17,4.44,7/8/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,803,17,4.9,7/8/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,804,17,6,7/8/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,828,17,5.17,7/10/20,2/20/20,W1a,75,3/6/20,,,2020
Rcapito,14,18,4.82,6/12/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,15,18,3.51,6/12/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,16,18,3.48,6/12/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,23,18,4.58,6/14/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,51,18,4.63,6/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,52,18,4.27,6/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,53,18,5.34,6/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,54,18,4.49,6/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,86,18,4.1,6/20/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,87,18,4.73,6/20/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,88,18,3.97,6/20/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,155,18,5.12,6/22/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,250,18,3.76,6/25/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,309,18,4.08,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,310,18,3.83,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,311,18,3.58,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,312,18,4.24,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,313,18,4.05,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,314,18,3.68,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,315,18,4.52,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,316,18,3.9,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,317,18,3.73,6/26/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,370,18,4.82,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,371,18,3.63,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,372,18,4.31,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,373,18,4.41,6/28/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,494,18,3.89,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,495,18,3.63,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,496,18,4.88,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,497,18,4.09,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,498,18,3.18,6/30/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,558,18,3.78,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,583,18,4.49,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,584,18,4.07,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,585,18,4.08,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,586,18,3.77,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,587,18,3.1,7/2/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,665,18,4.68,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,666,18,3.81,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,667,18,3.64,7/4/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,680,18,4.39,7/4/20,2/20/20,W2,60,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,681,18,5.57,7/4/20,2/20/20,W2,60,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,719,18,3.33,7/2/20,2/20/20,W2,60,3/6/20,,"pulled w/tail, weighed 7/4/20",2020
Rcapito,789,18,4.61,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,790,18,4.32,7/8/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,837,18,4.99,7/10/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,838,18,4.16,7/10/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,921,18,5.47,7/14/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,930,18,5.92,7/18/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,940,18,5.89,7/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,941,18,5.65,7/16/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,1026,18,6.54,7/24/20,2/20/20,W2,60,3/6/20,,,2020
Rcapito,55,19,4.08,6/16/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,93,19,4.53,6/20/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,156,19,4.6,6/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,212,19,4.45,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,213,19,4.52,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,214,19,5.09,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,215,19,4.54,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,216,19,5.19,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,217,19,5.16,6/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,318,19,5.04,6/26/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,319,19,3.3,6/26/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,365,19,4.77,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,366,19,4.77,6/28/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,403,19,5.74,6/28/20,2/20/20,W3,60,3/6/20,,died shortly after being weighed,2020
Rcapito,422,19,5.07,6/26/20,2/20/20,W3,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,423,19,4.21,6/26/20,2/20/20,W3,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,424,19,4.66,6/26/20,2/20/20,W3,60,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,479,19,4.65,6/30/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,480,19,3.17,6/30/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,481,19,3.71,6/30/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,482,19,4.11,6/30/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,483,19,3.63,6/30/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,484,19,4.79,6/30/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,551,19,3.3,7/2/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,604,19,na,6/30/20,2/20/20,W3,60,3/6/20,,released before weight was taken,2020
Rcapito,668,19,4.25,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,669,19,4.1,7/4/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,682,19,3.61,7/4/20,2/20/20,W3,60,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,683,19,3.26,7/4/20,2/20/20,W3,60,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,787,19,4.7,7/8/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,833,19,6.49,7/10/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,834,19,4.05,7/10/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,835,19,3.54,7/10/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,836,19,5.32,7/10/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,912,19,3.33,7/14/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,932,19,5.4,7/18/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,975,19,4.41,7/20/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,993,19,5.19,7/22/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,1020,19,5.52,7/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,1022,19,5.22,7/24/20,2/20/20,W3,60,3/6/20,,,2020
Rcapito,17,20,4.55,6/12/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,31,20,5.12,6/14/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,32,20,5.22,6/14/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,33,20,5.22,6/14/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,56,20,4.81,6/16/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,57,20,4.67,6/16/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,58,20,3.9,6/16/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,72,20,4.78,6/18/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,73,20,5.24,6/18/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,94,20,4.94,6/20/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,157,20,5.18,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,158,20,6.16,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,159,20,4.97,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,160,20,4.62,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,161,20,3.92,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,162,20,4.56,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,163,20,5.2,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,164,20,4.59,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,165,20,4.14,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,166,20,4.06,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,167,20,4.4,6/22/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,227,20,4.36,6/24/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,228,20,5.58,6/24/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,229,20,5.41,6/24/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,230,20,5.12,6/24/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,231,20,5.53,6/24/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,232,20,5.27,6/24/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,320,20,4.42,6/26/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,321,20,6.69,6/26/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,361,20,5.5,6/28/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,362,20,5.15,6/28/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,473,20,5.8,6/30/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,492,20,6.6,6/30/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,493,20,8.7,6/30/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,513,20,5.4,6/28/20,2/20/20,W1a,50,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,607,20,6.15,7/4/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,608,20,6.57,7/4/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,609,20,6.65,7/4/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,769,20,7,7/6/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,770,20,6.86,7/6/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,908,20,6.42,7/14/20,2/20/20,W1a,50,3/6/20,,,2020
Rcapito,30,21,4.27,6/14/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,74,21,4.36,6/18/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,77,21,3.98,6/20/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,168,21,3.58,6/22/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,169,21,4.33,6/22/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,170,21,3.85,6/22/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,171,21,3.3,6/22/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,172,21,3.95,6/22/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,173,21,3.97,6/22/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,210,21,4.29,6/24/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,211,21,4.29,6/24/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,322,21,3.66,6/26/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,323,21,4.79,6/26/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,324,21,3.92,6/26/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,325,21,3.54,6/26/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,326,21,4.4,6/26/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,327,21,3.43,6/26/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,363,21,3.66,6/28/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,364,21,4.4,6/28/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,425,21,3.26,6/26/20,2/20/20,W2,75,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,426,21,3.34,6/26/20,2/20/20,W2,75,3/6/20,,"pulled 6/26/20, weighed 6/28/20",2020
Rcapito,485,21,3.76,6/30/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,486,21,2.41,6/30/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,487,21,6.05,6/30/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,488,21,4.09,6/30/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,489,21,3.34,6/30/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,490,21,5.82,6/30/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,491,21,7.45,6/30/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,514,21,4.38,6/28/20,2/20/20,W2,75,3/6/20,,"pulled 6/28/20, weighed 6/30/20",2020
Rcapito,581,21,2.45,7/2/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,582,21,3.93,7/2/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,670,21,3.64,7/4/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,671,21,3.29,7/4/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,672,21,3.36,7/4/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,684,21,2.86,7/4/20,2/20/20,W2,75,3/6/20,,"pulled w/tail, weighed 7/6/20",2020
Rcapito,720,21,3.18,7/2/20,2/20/20,W2,75,3/6/20,,"pulled w/tail, weighed 7/4/20",2020
Rcapito,721,21,3.61,7/2/20,2/20/20,W2,75,3/6/20,,"pulled w/tail, weighed 7/4/20",2020
Rcapito,722,21,4.28,7/2/20,2/20/20,W2,75,3/6/20,,"pulled w/tail, weighed 7/4/20",2020
Rcapito,723,21,3.9,7/2/20,2/20/20,W2,75,3/6/20,,"pulled w/tail, weighed 7/4/20",2020
Rcapito,728,21,4.53,7/6/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,729,21,4.15,7/6/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,730,21,4.34,7/6/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,731,21,3.44,7/6/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,824,21,3.96,7/12/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,895,21,3.99,7/12/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,929,21,4.33,7/14/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,931,21,3.51,7/18/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,997,21,4.61,7/20/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,1035,21,3.48,7/27/20,2/20/20,W2,75,3/6/20,,,2020
Rcapito,174,22,3.29,6/22/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,202,22,5.19,6/24/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,203,22,3.21,6/24/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,328,22,3.31,6/26/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,329,22,4.16,6/26/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,330,22,3.52,6/26/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,331,22,3.11,6/26/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,332,22,4.35,6/26/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,368,22,3.79,6/28/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,369,22,2.95,6/28/20,2/20/20,W3,75,3/6/20,,,2020
Rcapito,474,22,3.12,6/30/20,2/20/20,W3,75,3/6/20,,,2020
