"Species","ID_No","Clutch.ID","Date.eggs.hatched","Stocking.density","Tank.ID","Date.stocked","Days.to.metamorphosis","Year","Date.metamorphosed","Mass.g.metamorphosed","Mark","Fate.comments","Mortality","Facility","Person Entering Data"
"Rcapito",280,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/5/22",4.07,NA,NA,NA,"White Hall","CP"
"Rcapito",515,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","7/4/22",4.07,NA,"*weigh after,",NA,"White Hall","CP"
"Rcapito",628,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/8/22",4.07,NA,"*weigh after, 7/11",NA,"White Hall","CP"
"Rcapito",678,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/11/22",4.07,NA,NA,NA,"White Hall","CP"
"Rcapito",343,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",4.08,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",416,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/29/22",4.08,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",435,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/29/22",4.08,NA,NA,NA,"White Hall","CP"
"Rcapito",524,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/4/22",4.08,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",706,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/15/22",4.08,NA,NA,NA,"White Hall","CP"
"Rcapito",38,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/13/22",4.09,NA,NA,NA,"White Hall","CP"
"Rcapito",364,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.09,NA,NA,NA,"White Hall","CP"
"Rcapito",440,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","6/29/22",4.09,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",144,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/20/22",4.1,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",76,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/15/22",4.11,NA,NA,NA,"White Hall","CP"
"Rcapito",98,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/15/22",4.11,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",418,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/29/22",4.12,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",523,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/4/22",4.12,NA,NA,NA,"White Hall","CP"
"Rcapito",525,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/4/22",4.12,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",146,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/20/22",4.13,NA,NA,NA,"White Hall","CP"
"Rcapito",464,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/29/22",4.13,NA,NA,NA,"White Hall","CP"
"Rcapito",243,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/22/22",4.15,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",344,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",4.15,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",357,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","6/24/22",4.15,NA,NA,NA,"White Hall","CP"
"Rcapito",334,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",4.16,NA,NA,NA,"White Hall","CP"
"Rcapito",368,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.16,NA,NA,NA,"White Hall","CP"
"Rcapito",715,"gf2","3/2/22",60,"14","3/16/22",NA,"2022","7/15/22",4.16,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",372,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.17,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",373,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/24/22",4.17,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",287,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/7/22",4.18,NA,NA,NA,"White Hall","CP"
"Rcapito",341,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",4.18,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",387,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","6/24/22",4.18,NA,"1.5 cm tail",NA,"White Hall","CP"
"Rcapito",485,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/1/22",4.18,NA,NA,NA,"White Hall","CP"
"Rcapito",529,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/4/22",4.18,NA,"*weigh after, 7/7",NA,"White Hall","CP"
"Rcapito",669,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/11/22",4.18,NA,NA,NA,"White Hall","CP"
"Rcapito",460,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","6/29/22",4.19,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",572,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/6/22",4.19,NA,"*weigh later, 7/8",NA,"White Hall","CP"
"Rcapito",637,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/8/22",4.19,NA,NA,NA,"White Hall","CP"
"Rcapito",295,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",4.21,NA,NA,NA,"White Hall","CP"
"Rcapito",721,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/15/22",4.22,NA,NA,NA,"White Hall","CP"
"Rcapito",178,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/22/22",4.23,NA,"1.5cm tail, weigh after",NA,"White Hall","CP"
"Rcapito",535,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","7/4/22",4.23,NA,NA,NA,"White Hall","CP"
"Rcapito",362,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.25,NA,NA,NA,"White Hall","CP"
"Rcapito",405,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/24/22",4.25,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",690,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/13/22",4.25,NA,NA,NA,"White Hall","CP"
"Rcapito",730,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/17/22",4.25,NA,NA,NA,"White Hall","CP"
"Rcapito",339,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",4.27,NA,NA,NA,"White Hall","CP"
"Rcapito",488,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/1/22",4.27,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",584,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/6/22",4.27,NA,NA,NA,"White Hall","CP"
"Rcapito",573,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","7/6/22",4.28,NA,NA,NA,"White Hall","CP"
"Rcapito",703,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/15/22",4.28,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",396,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/24/22",4.29,NA,NA,NA,"White Hall","CP"
"Rcapito",472,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/1/22",4.29,NA,NA,NA,"White Hall","CP"
"Rcapito",30,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/13/22",4.3,NA,NA,NA,"White Hall","CP"
"Rcapito",315,NA,"3/2/22",60,"?","3/16/22",NA,"2022","6/24/22",4.3,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",490,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","7/1/22",4.3,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",756,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/19/22",4.3,NA,NA,NA,"White Hall","CP"
"Rcapito",196,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/22/22",4.31,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",304,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/24/22",4.31,NA,NA,NA,"White Hall","CP"
"Rcapito",404,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/24/22",4.31,NA,"*weigh after, 6/29",NA,"White Hall","CP"
"Rcapito",506,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/4/22",4.33,NA,NA,NA,"White Hall","CP"
"Rcapito",406,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/24/22",4.34,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",761,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/21/22",4.34,NA,NA,NA,"White Hall","CP"
"Rcapito",417,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/29/22",4.35,NA,NA,NA,"White Hall","CP"
"Rcapito",371,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.36,NA,NA,NA,"White Hall","CP"
"Rcapito",502,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/4/22",4.36,NA,NA,NA,"White Hall","CP"
"Rcapito",336,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",4.37,NA,NA,NA,"White Hall","CP"
"Rcapito",753,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/19/22",4.37,NA,NA,NA,"White Hall","CP"
"Rcapito",430,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/29/22",4.38,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",197,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","6/22/22",4.39,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",294,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",4.39,NA,NA,NA,"White Hall","CP"
"Rcapito",73,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/15/22",4.42,NA,NA,NA,"White Hall","CP"
"Rcapito",505,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/4/22",4.44,NA,NA,NA,"White Hall","CP"
"Rcapito",500,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/4/22",4.45,NA,NA,NA,"White Hall","CP"
"Rcapito",297,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","6/24/22",4.47,NA,NA,NA,"White Hall","CP"
"Rcapito",363,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.47,NA,NA,NA,"White Hall","CP"
"Rcapito",558,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/6/22",4.47,NA,NA,NA,"White Hall","CP"
"Rcapito",731,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","7/17/22",4.47,NA,NA,NA,"White Hall","CP"
"Rcapito",401,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/24/22",4.5,NA,NA,NA,"White Hall","CP"
"Rcapito",531,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/4/22",4.5,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",330,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/24/22",4.51,NA,NA,NA,"White Hall","CP"
"Rcapito",567,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/6/22",4.51,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",72,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/15/22",4.52,NA,NA,NA,"White Hall","CP"
"Rcapito",553,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/6/22",4.52,NA,NA,NA,"White Hall","CP"
"Rcapito",740,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/17/22",4.52,NA,NA,NA,"White Hall","CP"
"Rcapito",395,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","6/24/22",4.53,NA,NA,NA,"White Hall","CP"
"Rcapito",556,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/6/22",4.55,NA,NA,NA,"White Hall","CP"
"Rcapito",78,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/15/22",4.56,NA,NA,NA,"White Hall","CP"
"Rcapito",370,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.56,NA,NA,NA,"White Hall","CP"
"Rcapito",671,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/11/22",4.56,NA,NA,NA,"White Hall","CP"
"Rcapito",687,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/13/22",4.56,NA,NA,NA,"White Hall","CP"
"Rcapito",151,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/20/22",4.57,NA,NA,NA,"White Hall","CP"
"Rcapito",432,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/29/22",4.57,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",548,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","7/4/22",4.57,NA,NA,NA,"White Hall","CP"
"Rcapito",587,"gf2","3/2/22",60,"13","3/16/22",NA,"2022","7/6/22",4.57,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",665,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/11/22",4.57,NA,NA,NA,"White Hall","CP"
"Rcapito",539,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/4/22",4.58,NA,NA,NA,"White Hall","CP"
"Rcapito",551,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/29/22",4.58,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",610,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/6/22",4.58,NA,NA,NA,"White Hall","CP"
"Rcapito",757,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","7/21/22",4.58,NA,"*weigh after, 7/25",NA,"White Hall","CP"
"Rcapito",734,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/17/22",4.6,NA,NA,NA,"White Hall","CP"
"Rcapito",209,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/22/22",4.61,NA,NA,NA,"White Hall","CP"
"Rcapito",469,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/1/22",4.61,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",540,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/4/22",4.61,NA,NA,NA,"White Hall","CP"
"Rcapito",478,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/1/22",4.63,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",495,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","7/1/22",4.64,NA,NA,NA,"White Hall","CP"
"Rcapito",140,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/20/22",4.65,NA,NA,NA,"White Hall","CP"
"Rcapito",489,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/1/22",4.65,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",674,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/11/22",4.65,NA,NA,NA,"White Hall","CP"
"Rcapito",333,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",4.66,NA,NA,NA,"White Hall","CP"
"Rcapito",741,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/17/22",4.68,NA,NA,NA,"White Hall","CP"
"Rcapito",782,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/29/22",4.68,NA,NA,NA,"White Hall","CP"
"Rcapito",23,"gf1","3/2/22",60,"10","3/16/22",NA,"2022","6/10/22",4.69,NA,NA,NA,"White Hall","CP"
"Rcapito",31,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/13/22",4.69,NA,NA,NA,"White Hall","CP"
"Rcapito",69,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/15/22",4.69,NA,NA,NA,"White Hall","CP"
"Rcapito",668,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/11/22",4.69,NA,"2 cm tail",NA,"White Hall","CP"
"Rcapito",266,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",4.71,NA,NA,NA,"White Hall","CP"
"Rcapito",724,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/15/22",4.71,NA,NA,NA,"White Hall","CP"
"Rcapito",33,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/13/22",4.73,NA,NA,NA,"White Hall","CP"
"Rcapito",353,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","6/24/22",4.73,NA,NA,NA,"White Hall","CP"
"Rcapito",474,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/1/22",4.73,NA,NA,NA,"White Hall","CP"
"Rcapito",272,"gf1","3/2/22",60,"16","3/16/22",NA,"2022","6/3/22",4.75,NA,NA,NA,"White Hall","CP"
"Rcapito",415,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/29/22",4.76,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",570,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/6/22",4.76,NA,NA,NA,"White Hall","CP"
"Rcapito",793,"na","3/2/22",60,"na","3/16/22",NA,"2022","7/23/22",4.76,NA,"in unmarked cup 7/23",NA,"White Hall","CP"
"Rcapito",193,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/22/22",4.77,NA,NA,NA,"White Hall","CP"
"Rcapito",360,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.77,NA,NA,NA,"White Hall","CP"
"Rcapito",366,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.77,NA,NA,NA,"White Hall","CP"
"Rcapito",519,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/4/22",4.77,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",145,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/20/22",4.78,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",414,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/29/22",4.78,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",642,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/11/22",4.79,NA,NA,NA,"White Hall","CP"
"Rcapito",710,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/15/22",4.79,NA,NA,NA,"White Hall","CP"
"Rcapito",646,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/11/22",4.8,NA,NA,NA,"White Hall","CP"
"Rcapito",419,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/29/22",4.81,NA,NA,NA,"White Hall","CP"
"Rcapito",35,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/13/22",4.82,NA,NA,NA,"White Hall","CP"
"Rcapito",150,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/20/22",4.82,NA,NA,NA,"White Hall","CP"
"Rcapito",470,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/1/22",4.83,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",349,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/24/22",4.84,NA,NA,NA,"White Hall","CP"
"Rcapito",516,"gf2","3/2/22",60,"8","3/16/22",NA,"2022","7/4/22",4.84,NA,"*weigh after,",NA,"White Hall","CP"
"Rcapito",704,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/15/22",4.84,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",332,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",4.85,NA,NA,NA,"White Hall","CP"
"Rcapito",508,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/4/22",4.85,NA,"*weigh after, 7/6",NA,"White Hall","CP"
"Rcapito",641,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/11/22",4.85,NA,NA,NA,"White Hall","CP"
"Rcapito",14,"gf1","3/2/22",60,"17","3/16/22",NA,"2022","6/8/22",4.86,NA,NA,NA,"White Hall","CP"
"Rcapito",640,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/11/22",4.86,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",291,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",4.87,NA,NA,NA,"White Hall","CP"
"Rcapito",692,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/13/22",4.87,NA,NA,NA,"White Hall","CP"
"Rcapito",718,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/15/22",4.88,NA,NA,NA,"White Hall","CP"
"Rcapito",751,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/19/22",4.88,NA,"*weigh after, 7/23",NA,"White Hall","CP"
"Rcapito",234,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","6/22/22",4.89,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",466,"gf2","3/2/22",60,"20","3/16/22",NA,"2022","6/24/22",4.89,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",562,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/6/22",4.89,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",764,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/21/22",4.89,NA,NA,NA,"White Hall","CP"
"Rcapito",781,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/29/22",4.89,NA,NA,NA,"White Hall","CP"
"Rcapito",403,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","6/24/22",4.9,NA,"*weigh after, 6/29",NA,"White Hall","CP"
"Rcapito",503,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/4/22",4.9,NA,NA,NA,"White Hall","CP"
"Rcapito",569,"gf2","3/2/22",60,"6","3/16/22",NA,"2022","7/6/22",4.9,NA,NA,NA,"White Hall","CP"
"Rcapito",612,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/6/22",4.93,NA,"*weigh after, 7/11",NA,"White Hall","CP"
"Rcapito",388,"gf1","3/2/22",60,"18","3/16/22",NA,"2022","6/24/22",4.94,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",426,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/29/22",4.94,NA,"*weigh after, 7/5",NA,"White Hall","CP"
"Rcapito",663,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/11/22",4.94,NA,".5 cm tail",NA,"White Hall","CP"
"Rcapito",347,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/24/22",4.95,NA,"*weigh after, 6/29",NA,"White Hall","CP"
"Rcapito",791,"na","3/2/22",60,"na","3/16/22",NA,"2022","7/29/22",4.96,NA,"in unmarked cup 7/29",NA,"White Hall","CP"
"Rcapito",191,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/22/22",4.97,NA,"still had full tail, weigh after",NA,"White Hall","CP"
"Rcapito",365,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",4.97,NA,NA,NA,"White Hall","CP"
"Rcapito",475,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/1/22",4.97,NA,NA,NA,"White Hall","CP"
"Rcapito",547,"gf3","3/2/22",60,"24","3/16/22",NA,"2022","7/4/22",4.97,NA,NA,NA,"White Hall","CP"
"Rcapito",639,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/11/22",4.97,NA,NA,NA,"White Hall","CP"
"Rcapito",658,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/11/22",4.97,NA,"*weigh after, 7/16, 3 cups labeled T12 from 7/11 on 7/16 their masses were 4.97+6.47+ one (one not weighed yet)",NA,"White Hall","CP"
"Rcapito",719,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/15/22",4.97,NA,"*weigh after, 7/17",NA,"White Hall","CP"
"Rcapito",581,"gf3","3/2/22",60,"12","3/16/22",NA,"2022","7/6/22",4.98,NA,NA,NA,"White Hall","CP"
"Rcapito",471,"gf2","3/2/22",60,"2","3/16/22",NA,"2022","7/1/22",5,NA,NA,NA,"White Hall","CP"
"Rcapito",424,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/29/22",5.02,NA,"2 cm tail",NA,"White Hall","CP"
"Rcapito",61,"gf1","3/2/22",60,"3","3/16/22",NA,"2022","6/15/22",5.03,NA,NA,NA,"White Hall","CP"
"Rcapito",252,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/3/22",5.03,NA,NA,NA,"White Hall","CP"
"Rcapito",653,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","7/11/22",5.03,NA,NA,NA,"White Hall","CP"
"Rcapito",636,"gf3","3/2/22",60,"21","3/16/22",NA,"2022","7/8/22",5.04,NA,"*weigh after, 7/13",NA,"White Hall","CP"
"Rcapito",425,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/29/22",5.05,NA,"*weigh after, 7/1",NA,"White Hall","CP"
"Rcapito",632,"gf2","3/2/22",60,"23","3/16/22",NA,"2022","7/8/22",5.05,NA,"*weigh after, 7/11",NA,"White Hall","CP"
"Rcapito",666,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/11/22",5.06,NA,"1 cm tail",NA,"White Hall","CP"
"Rcapito",136,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/20/22",5.08,NA,NA,NA,"White Hall","CP"
"Rcapito",422,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/29/22",5.08,NA,NA,NA,"White Hall","CP"
"Rcapito",691,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/13/22",5.08,NA,NA,NA,"White Hall","CP"
"Rcapito",468,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/1/22",5.1,NA,NA,NA,"White Hall","CP"
"Rcapito",613,"gf2","3/2/22",60,"22","3/16/22",NA,"2022","7/6/22",5.1,NA,"*weigh after, 7/11",NA,"White Hall","CP"
"Rcapito",181,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/22/22",5.11,NA,NA,NA,"White Hall","CP"
"Rcapito",745,"na","3/2/22",60,"na","3/16/22",NA,"2022","7/17/22",5.11,NA,"found hopping in greenhouse",NA,"White Hall","CP"
"Rcapito",367,"gf3","3/2/22",60,"9","3/16/22",NA,"2022","6/24/22",5.13,NA,NA,NA,"White Hall","CP"
"Rcapito",566,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","7/6/22",5.13,NA,"*weigh later, 7/11",NA,"White Hall","CP"
"Rcapito",284,"gf1","3/2/22",60,"7","3/16/22",NA,"2022","6/7/22",5.14,NA,NA,NA,"White Hall","CP"
"Rcapito",711,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/15/22",5.14,NA,NA,NA,"White Hall","CP"
"Rcapito",725,"gf3","3/2/22",60,"15","3/16/22",NA,"2022","7/15/22",5.15,NA,NA,NA,"White Hall","CP"
"Rcapito",775,"gf3","3/2/22",60,"19","3/16/22",NA,"2022","7/25/22",5.15,NA,NA,NA,"White Hall","CP"
"Rcapito",411,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/29/22",5.16,NA,NA,NA,"White Hall","CP"
"Rcapito",499,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","7/4/22",5.16,NA,NA,NA,"White Hall","CP"
"Rcapito",327,"gf3","3/2/22",60,"4","3/16/22",NA,"2022","6/24/22",5.17,NA,NA,NA,"White Hall","CP"
"Rcapito",335,"gf3","3/2/22",60,"1","3/16/22",NA,"2022","6/24/22",5.17,NA,NA,NA,"White Hall","CP"
